"","x"
"509","CD4 memory"
"510","Platelets"
"511","Non classical monocytes"
"512","CD8 naive"
"513","CD56dim CD16bright NK"
"514","Proliferating T and NK cell"
"515","CD8 effector"
"516","Classical monocytes"
"517","CD8 naive"
"518","CD8 naive"
"519","CD4 naive II"
"520","Classical monocytes"
"521","CD8 effector"
"522","CD8 effector"
"523","CD8 effector"
"524","CD8 effector"
"525","CD56dim CD16bright NK"
"526","CD4 naive I"
"527","CD4 memory"
"528","CD8 naive"
"529","CD8 naive"
"530","CD4 memory"
"531","CD8 effector"
"532","Classical monocytes"
"533","Neutrophils"
"534","CD4 naive I"
"535","CD4 naive I"
"536","CD4 naive I"
"537","CD4 naive I"
"538","gdT cells"
"539","CD56dim CD16bright NK"
"540","NK-T doublets"
"541","conventional DC"
"542","CD8 effector"
"543","CD8 effector"
"544","CD8 effector"
"545","CD8 naive"
"546","gdT cells"
"547","CD4 memory"
"548","CD8 effector"
"549","CD4 naive I"
"550","CD4 naive I"
"551","CD4 naive I"
"552","Memory B"
"553","CD4 memory"
"554","CD8 effector"
"555","CD56dim CD16bright NK"
"556","CD4 memory"
"557","CD56dim CD16bright NK"
"558","Neutrophils"
"559","CD8 effector"
"560","MAIT-NKT cells"
"561","Classical monocytes"
"562","CD8 memory"
"563","CD8 effector"
"564","Classical monocytes"
"565","CD56dim CD16bright NK"
"566","Classical monocytes"
"567","CD4 naive I"
"568","Platelet-bound monocytes"
"569","CD8 effector"
"570","CD4 naive I"
"571","Naive B"
"572","Regulatory T cells"
"573","CD8 effector"
"574","CD4 memory"
"575","CD8 naive"
"576","CD8 naive"
"577","CD56dim CD16bright NK"
"578","CD4 naive I"
"579","CD8 effector"
"580","CD4 memory"
"581","CD8 naive"
"582","CD4 naive I"
"583","CD4 memory"
"584","CD8 naive"
"585","CD4 memory"
"586","CD4 memory"
"587","Naive B"
"588","CD4 naive I"
"589","CD4 memory"
"590","gdT cells"
"591","Classical monocytes"
"592","CD8 memory"
"593","CD4 naive II"
"594","CD4 naive II"
"595","CD8 memory"
"596","CD8 naive"
"597","CD8 naive"
"598","CD4 memory"
"599","CD4 memory"
"600","CD8 naive"
"601","CD4 memory"
"602","CD4 naive I"
"603","Classical monocytes"
"604","CD8 effector"
"605","Non classical monocytes"
"606","CD56dim CD16bright NK"
"607","CD8 memory"
"608","CD4 naive II"
"609","Naive B"
"610","CD4 naive I"
"611","CD56bright CD16dim NK"
"612","CD8 naive"
"613","CD4 naive II"
"614","CD8 effector"
"615","CD4 memory"
"616","CD8 naive"
"617","CD8 memory"
"618","CD8 effector"
"619","CD8 effector"
"620","CD4 memory"
"621","CD4 naive II"
"622","CD8 naive"
"623","CD4 naive I"
"624","CD8 memory"
"625","CD4 naive I"
"626","CD4 memory"
"627","CD8 naive"
"628","Memory B"
"629","CD56dim CD16bright NK"
"630","CD56dim CD16bright NK"
"631","CD4 memory"
"632","Classical monocytes"
"633","CD8 effector"
"634","CD56dim CD16bright NK"
"635","CD4 memory"
"636","gdT cells"
"637","CD8 memory"
"638","CD4 naive II"
"639","CD8 naive"
"640","CD8 naive"
"641","CD4 naive II"
"642","CD4 and CD8 activated memory"
"643","CD56dim CD16bright NK"
"644","MAIT-NKT cells"
"645","CD4 memory"
"646","CD4 naive I"
"647","Neutrophils"
"648","CD8 naive"
"649","Naive B"
"650","CD4 naive I"
"651","CD8 effector"
"652","CD4 memory"
"653","Classical monocytes"
"654","CD4 memory"
"655","CD8 effector"
"656","NK-monocyte doublets"
"657","MAIT-NKT cells"
"658","Neutrophils"
"659","CD8 memory"
"660","CD4 naive I"
"661","CD4 naive I"
"662","CD8 effector"
"663","CD4 naive II"
"664","CD4 naive I"
"665","CD4 naive I"
"666","CD8 effector"
"667","CD8 naive"
"668","CD8 effector"
"669","Classical monocytes"
"670","T-NK-B cell doublets"
"671","CD8 naive"
"672","T-NK-B cell doublets"
"673","CD4 memory"
"674","Classical monocytes"
"675","CD8 naive"
"676","CD8 naive"
"677","Classical monocytes"
"678","CD4 naive I"
"679","CD8 effector"
"680","CD4 memory"
"681","CD8 effector"
"682","Naive B"
"683","CD4 naive I"
"684","CD56dim CD16bright NK"
"685","CD8 effector"
"686","CD4 naive II"
"687","CD4 memory"
"688","CD8 effector"
"689","CD8 effector"
"690","CD4 naive II"
"691","Classical monocytes"
"692","CD8 effector"
"693","CD4 naive I"
"694","CD4 memory"
"695","CD4 naive II"
"696","Classical monocytes"
"697","Classical monocytes"
"698","gdT cells"
"699","CD8 naive"
"700","CD4 naive II"
"701","CD8 effector"
"702","CD4 naive II"
"703","CD4 memory"
"704","CD56dim CD16bright NK"
"705","CD8 naive"
"706","CD56dim CD16bright NK"
"707","CD4 memory"
"708","Regulatory T cells"
"709","CD8 effector"
"710","CD4 naive I"
"711","conventional DC"
"712","CD56dim CD16bright NK"
"713","CD4 naive II"
"714","CD4 naive II"
"715","CD8 memory"
"716","CD8 naive"
"717","CD4 naive I"
"718","Platelet-bound monocytes"
"719","Naive B"
"720","CD56dim CD16bright NK"
"721","CD8 effector"
"722","CD8 naive"
"723","Classical monocytes"
"724","Regulatory T cells"
"725","CD4 memory"
"726","Classical monocytes"
"727","CD8 effector"
"728","Regulatory T cells"
"729","CD4 naive I"
"730","CD8 effector"
"731","CD56dim CD16bright NK"
"732","CD8 memory"
"733","CD8 naive"
"734","CD56dim CD16bright NK"
"735","CD8 naive"
"736","MAIT-NKT cells"
"737","CD8 memory"
"738","NK-monocyte doublets"
"739","Platelet-bound monocytes"
"740","NK-monocyte doublets"
"741","CD4 naive I"
"742","CD8 effector"
"743","CD4 naive I"
"744","CD8 effector"
"745","CD4 memory"
"746","MAIT-NKT cells"
"747","Classical monocytes"
"748","CD8 effector"
"749","CD4 memory"
"750","Non classical monocytes"
"751","CD8 naive"
"752","Non classical monocytes"
"753","CD8 effector"
"754","CD4 naive I"
"755","CD8 effector"
"756","CD4 naive I"
"757","CD4 naive I"
"758","CD8 naive"
"759","CD4 naive I"
"760","CD4 memory"
"761","CD56bright CD16dim NK"
"762","CD56dim CD16bright NK"
"763","Naive B"
"764","gdT cells"
"765","MAIT-NKT cells"
"766","CD4 memory"
"767","CD56dim CD16bright NK"
"768","CD4 naive I"
"769","Memory B"
"770","CD4 memory"
"771","CD56dim CD16bright NK"
"772","CD4 naive I"
"773","MAIT-NKT cells"
"774","Memory B"
"775","CD56dim CD16bright NK"
"776","Naive B"
"777","NK-T doublets"
"778","CD4 memory"
"779","Classical monocytes"
"780","CD4 naive II"
"781","CD56dim CD16bright NK"
"782","CD4 naive I"
"783","CD4 naive I"
"784","Classical monocytes"
"785","CD56dim CD16bright NK"
"786","CD56dim CD16bright NK"
"787","CD8 effector"
"788","CD4 memory"
"789","Classical monocytes"
"790","CD4 naive I"
"791","Classical monocytes"
"792","Regulatory T cells"
"793","Non classical monocytes"
"794","CD8 effector"
"795","Classical monocytes"
"796","CD4 memory"
"797","CD8 effector"
"798","CD8 effector"
"799","CD8 effector"
"800","CD8 naive"
"801","CD8 effector"
"802","Classical monocytes"
"803","CD8 memory"
"804","CD56dim CD16bright NK"
"805","conventional DC"
"806","CD4 naive II"
"807","CD8 effector"
"808","Classical monocytes"
"809","CD8 naive"
"810","CD8 naive"
"811","CD56dim CD16bright NK"
"812","MAIT-NKT cells"
"813","gdT cells"
"814","CD4 memory"
"815","CD8 effector"
"816","conventional DC"
"817","Non classical monocytes"
"818","CD8 effector"
"819","CD56dim CD16bright NK"
"820","CD56dim CD16bright NK"
"821","NK-T doublets"
"822","CD8 effector"
"823","CD4 naive II"
"824","Classical monocytes"
"825","CD4 naive I"
"826","CD4 naive I"
"827","Classical monocytes"
"828","CD4 naive I"
"829","CD8 effector"
"830","CD4 naive I"
"831","CD4 memory"
"832","CD8 naive"
"833","CD4 naive II"
"834","gdT cells"
"835","Classical monocytes"
"836","CD56dim CD16bright NK"
"837","CD56dim CD16bright NK"
"838","CD56dim CD16bright NK"
"839","CD8 memory"
"840","Neutrophils"
"841","CD8 memory"
"842","CD8 naive"
"843","CD4 memory"
"844","CD8 effector"
"845","CD8 naive"
"846","CD4 memory"
"847","CD8 naive"
"848","Proliferating T and NK cell"
"849","CD4 memory"
"850","CD8 effector"
"851","CD56dim CD16bright NK"
"852","CD4 memory"
"853","CD56dim CD16bright NK"
"854","CD56dim CD16bright NK"
"855","CD4 memory"
"856","CD8 effector"
"857","CD4 naive I"
"858","CD8 naive"
"859","CD8 effector"
"860","CD56dim CD16bright NK"
"861","CD8 memory"
"862","CD4 naive I"
"863","CD8 memory"
"864","Classical monocytes"
"865","CD4 and CD8 activated memory"
"866","Non classical monocytes"
"867","CD4 naive II"
"868","MAIT-NKT cells"
"869","CD4 naive I"
"870","Non classical monocytes"
"871","CD8 naive"
"872","CD4 naive II"
"873","CD4 naive I"
"874","CD8 effector"
"875","CD8 naive"
"876","Non classical monocytes"
"877","CD4 memory"
"878","CD4 naive I"
"879","CD4 memory"
"880","CD8 effector"
"881","CD4 naive I"
"882","CD8 effector"
"883","Classical monocytes"
"884","CD8 naive"
"885","CD56dim CD16bright NK"
"886","CD8 naive"
"887","CD8 naive"
"888","CD4 memory"
"889","Naive B"
"890","Classical monocytes"
"891","CD4 naive II"
"892","Classical monocytes"
"893","Classical monocytes"
"894","CD4 naive II"
"895","CD4 memory"
"896","CD8 effector"
"897","CD56dim CD16bright NK"
"898","Naive B"
"899","CD8 memory"
"900","CD4 memory"
"901","Platelet-bound monocytes"
"902","CD8 naive"
"903","CD56bright CD16dim NK"
"904","CD4 memory"
"905","Non classical monocytes"
"906","MAIT-NKT cells"
"907","CD4 naive I"
"908","Naive B"
"909","CD8 memory"
"910","CD8 effector"
"911","CD8 naive"
"912","Classical monocytes"
"913","CD8 effector"
"914","CD4 naive II"
"915","CD8 effector"
"916","CD8 effector"
"917","CD4 memory"
"918","CD8 effector"
"919","CD8 naive"
"920","Memory B"
"921","CD4 naive II"
"922","Neutrophils"
"923","Classical monocytes"
"924","CD8 effector"
"925","CD8 effector"
"926","MAIT-NKT cells"
"927","Classical monocytes"
"928","Naive B"
"929","conventional DC"
"930","CD8 effector"
"931","CD56dim CD16bright NK"
"932","CD8 effector"
"933","CD8 naive"
"934","CD4 naive I"
"935","Classical monocytes"
"936","CD4 naive I"
"937","Classical monocytes"
"938","Platelet-bound monocytes"
"939","CD56dim CD16bright NK"
"940","CD4 naive I"
"941","Classical monocytes"
"942","CD8 naive"
"943","CD4 memory"
"944","Non classical monocytes"
"945","CD4 naive I"
"946","CD4 memory"
"947","CD4 and CD8 activated memory"
"948","CD4 memory"
"949","Neutrophils"
"950","Regulatory T cells"
"951","CD4 naive I"
"952","CD56dim CD16bright NK"
"953","Regulatory T cells"
"954","gdT cells"
"955","CD8 memory"
"956","CD4 naive II"
"957","CD4 naive I"
"958","CD4 naive II"
"959","CD8 effector"
"960","Neutrophils"
"961","CD4 naive II"
"962","CD8 naive"
"963","Classical monocytes"
"964","Classical monocytes"
"965","CD56dim CD16bright NK"
"966","CD56dim CD16bright NK"
"967","CD4 and CD8 activated memory"
"968","Memory B"
"969","CD4 memory"
"970","Classical monocytes"
"971","Neutrophils"
"972","CD56dim CD16bright NK"
"973","Naive B"
"974","Classical monocytes"
"975","gdT cells"
"976","CD8 naive"
"977","Classical monocytes"
"978","MAIT-NKT cells"
"979","CD4 naive II"
"980","CD8 effector"
"981","CD8 effector"
"982","CD4 memory"
"983","CD56dim CD16bright NK"
"984","CD4 naive I"
"985","CD8 effector"
"986","CD8 effector"
"987","MAIT-NKT cells"
"988","Classical monocytes"
"989","Classical monocytes"
"990","CD4 naive I"
"991","CD4 memory"
"992","CD56dim CD16bright NK"
"993","CD4 naive I"
"994","Platelet-bound monocytes"
"995","Classical monocytes"
"996","CD8 effector"
"997","CD4 naive II"
"998","CD4 naive I"
"999","gdT cells"
"1000","CD8 effector"
"1001","CD4 memory"
"1002","Non classical monocytes"
"1003","CD4 naive II"
"1004","MAIT-NKT cells"
"1005","CD4 naive I"
"1006","CD8 effector"
"1007","CD56dim CD16bright NK"
"1008","CD4 memory"
"1009","CD8 naive"
"1010","CD4 naive I"
"1011","CD4 naive II"
"1012","CD8 naive"
"1013","CD56dim CD16bright NK"
"1014","Non classical monocytes"
"1015","CD8 memory"
"1016","CD8 effector"
"1017","CD8 naive"
"1018","CD8 naive"
"1019","CD4 memory"
"1020","Memory B"
"1021","CD4 memory"
"1022","CD4 naive II"
"1023","CD8 effector"
"1024","CD4 memory"
"1025","Classical monocytes"
"1026","CD56dim CD16bright NK"
"1027","CD56dim CD16bright NK"
"1028","CD4 naive II"
"1029","CD4 memory"
"1030","CD56dim CD16bright NK"
"1031","Classical monocytes"
"1032","CD4 naive I"
"1033","CD4 naive II"
"1034","CD4 naive II"
"1035","CD4 memory"
"1036","Neutrophils"
"1037","CD4 naive I"
"1038","CD4 naive I"
"1039","CD4 naive I"
"1040","gdT cells"
"1041","CD8 naive"
"1042","CD4 memory"
"1043","CD8 effector"
"1044","Classical monocytes"
"1045","CD8 effector"
"1046","CD4 naive II"
"1047","CD8 effector"
"1048","Non classical monocytes"
"1049","CD8 naive"
"1050","Non classical monocytes"
"1051","Classical monocytes"
"1052","T-NK-B cell doublets"
"1053","CD4 naive I"
"1054","Non classical monocytes"
"1055","Non classical monocytes"
"1056","CD4 memory"
"1057","Naive B"
"1058","CD8 naive"
"1059","CD8 naive"
"1060","gdT cells"
"1061","CD4 naive I"
"1062","CD8 effector"
"1063","CD4 naive I"
"1064","CD4 naive II"
"1065","CD56dim CD16bright NK"
"1066","CD8 effector"
"1067","Classical monocytes"
"1068","CD4 and CD8 activated memory"
"1069","CD4 naive II"
"1070","CD4 memory"
"1071","CD8 effector"
"1072","CD8 effector"
"1073","NK-monocyte doublets"
"1074","Neutrophils"
"1075","CD56bright CD16dim NK"
"1076","CD4 naive II"
"1077","Neutrophils"
"1078","CD8 naive"
"1079","CD8 naive"
"1080","CD4 naive II"
"1081","Classical monocytes"
"1082","CD4 memory"
"1083","Classical monocytes"
"1084","Naive B"
"1085","Classical monocytes"
"1086","Classical monocytes"
"1087","CD8 memory"
"1088","CD8 effector"
"1089","Non classical monocytes"
"1090","CD4 naive I"
"1091","CD4 naive I"
"1092","CD56dim CD16bright NK"
"1093","CD4 memory"
"1094","CD4 naive II"
"1095","Naive B"
"1096","Classical monocytes"
"1097","CD4 naive I"
"1098","Classical monocytes"
"1099","Classical monocytes"
"1100","Platelets"
"1101","MAIT-NKT cells"
"1102","CD8 naive"
"1103","CD8 effector"
"1104","CD8 naive"
"1105","CD56dim CD16bright NK"
"1106","CD8 naive"
"1107","Classical monocytes"
"1108","CD56dim CD16bright NK"
"1109","Classical monocytes"
"1110","CD8 memory"
"1111","CD8 naive"
"1112","CD4 naive I"
"1113","CD8 naive"
"1114","CD8 naive"
"1115","Classical monocytes"
"1116","CD4 memory"
"1117","Classical monocytes"
"1118","MAIT-NKT cells"
"1119","Non classical monocytes"
"1120","CD4 naive I"
"1121","Memory B"
"1122","CD8 effector"
"1123","Naive B"
"1124","Regulatory T cells"
"1125","CD4 naive II"
"1126","conventional DC"
"1127","gdT cells"
"1128","CD4 naive I"
"1129","CD8 naive"
"1130","CD8 effector"
"1131","MAIT-NKT cells"
"1132","CD4 memory"
"1133","Classical monocytes"
"1134","CD4 naive I"
"1135","CD8 naive"
"1136","CD8 naive"
"1137","CD8 naive"
"1138","CD8 naive"
"1139","CD8 effector"
