"","x"
"220","Regulatory T cells"
"221","MAIT-NKT cells"
"222","CD8 memory"
"223","CD8 effector"
"224","CD4 naive I"
"225","CD8 memory"
"226","CD4 naive II"
"227","CD4 memory"
"228","CD56dim CD16bright NK"
"229","Platelet-bound monocytes"
"230","CD4 naive II"
"231","CD4 memory"
"232","MAIT-NKT cells"
"233","Naive B"
"234","NK-T doublets"
"235","conventional DC"
"236","CD8 memory"
"237","CD4 memory"
"238","Memory B"
"239","CD8 effector"
"240","gdT cells"
"241","MAIT-NKT cells"
"242","CD8 effector"
"243","CD4 memory"
"244","Naive B"
"245","CD4 memory"
"246","CD8 naive"
"247","CD4 naive I"
"248","MAIT-NKT cells"
"249","CD4 memory"
"250","Non classical monocytes"
"251","MAIT-NKT cells"
"252","CD8 effector"
"253","CD4 naive I"
"254","CD56dim CD16bright NK"
"255","MAIT-NKT cells"
"256","CD4 naive II"
"257","CD4 naive I"
"258","Neutrophils"
"259","Platelet-bound monocytes"
"260","CD4 and CD8 activated memory"
"261","CD8 effector"
"262","Non classical monocytes"
"263","CD4 naive I"
"264","CD4 memory"
"265","Naive B"
"266","CD4 memory"
"267","CD4 naive II"
"268","CD56dim CD16bright NK"
"269","Proliferating T and NK cell"
"270","CD8 effector"
"271","CD8 memory"
"272","CD4 naive II"
"273","MAIT-NKT cells"
"274","Naive B"
"275","CD8 naive"
"276","CD4 memory"
"277","CD4 naive II"
"278","CD4 naive II"
"279","MAIT-NKT cells"
"280","MAIT-NKT cells"
"281","NK-monocyte doublets"
"282","CD4 memory"
"283","CD4 naive I"
"284","Memory B"
"285","MAIT-NKT cells"
"286","CD8 memory"
"287","Proliferating T and NK cell"
"288","CD4 memory"
"289","Memory B"
"290","CD8 memory"
"291","CD4 memory"
"292","Memory B"
"293","CD4 memory"
"294","CD8 naive"
"295","gdT cells"
"296","plasmacytoid DC"
"297","CD8 effector"
"298","CD56dim CD16bright NK"
"299","Non classical monocytes"
"300","CD8 effector"
"301","Naive B"
"302","CD4 naive II"
"303","CD4 memory"
"304","MAIT-NKT cells"
"305","Naive B"
"306","CD56dim CD16bright NK"
"307","CD4 memory"
"308","Classical monocytes"
"309","CD8 naive"
"310","CD56bright CD16dim NK"
"311","CD8 memory"
"312","CD8 effector"
"313","CD4 memory"
"314","CD4 and CD8 activated memory"
"315","CD8 effector"
"316","Regulatory T cells"
"317","CD4 memory"
"318","CD4 memory"
"319","CD4 memory"
"320","CD4 memory"
"321","T-NK-B cell doublets"
"322","MAIT-NKT cells"
"323","CD4 naive I"
"324","MAIT-NKT cells"
"325","Regulatory T cells"
"326","gdT cells"
"327","Platelets"
"328","gdT cells"
"329","CD56dim CD16bright NK"
"330","CD4 naive II"
"331","MAIT-NKT cells"
"332","CD4 naive II"
"333","CD4 memory"
"334","CD56dim CD16bright NK"
"335","CD8 memory"
"336","Classical monocytes"
"337","CD8 effector"
"338","MAIT-NKT cells"
"339","CD56dim CD16bright NK"
"340","MAIT-NKT cells"
"341","CD4 memory"
"342","CD4 memory"
"343","CD4 naive I"
"344","CD4 memory"
"345","CD4 naive II"
"346","CD8 naive"
"347","Classical monocytes"
"348","Classical monocytes"
"349","Regulatory T cells"
"350","MAIT-NKT cells"
"351","Classical monocytes"
"352","CD4 memory"
"353","CD8 naive"
"354","CD8 effector"
"355","CD8 memory"
"356","Naive B"
"357","CD4 naive I"
"358","CD8 effector"
"359","CD56dim CD16bright NK"
"360","CD4 memory"
"361","CD8 memory"
"362","Naive B"
"363","CD8 effector"
"364","CD8 memory"
"365","CD4 naive I"
"366","Neutrophils"
"367","CD4 naive I"
"368","CD4 naive I"
"369","CD4 naive I"
"370","CD4 naive I"
"371","CD4 naive I"
"372","Neutrophils"
"373","CD4 naive I"
"374","Naive B"
"375","CD4 naive II"
"376","CD8 effector"
"377","CD8 memory"
"378","CD56dim CD16bright NK"
"379","CD4 naive II"
"380","Platelets"
"381","Memory B"
"382","CD4 naive I"
"383","plasmacytoid DC"
"384","Regulatory T cells"
"385","CD4 naive I"
"386","CD8 effector"
"387","MAIT-NKT cells"
"388","CD8 naive"
"389","CD8 memory"
"390","CD8 naive"
"391","CD4 naive I"
"392","CD4 and CD8 activated memory"
"393","Classical monocytes"
"394","CD8 effector"
"395","MAIT-NKT cells"
"396","CD4 naive I"
"397","Naive B"
"398","CD8 naive"
"399","CD4 naive I"
"400","CD56dim CD16bright NK"
"401","Classical monocytes"
"402","Classical monocytes"
"403","CD56dim CD16bright NK"
"404","CD56dim CD16bright NK"
"405","CD8 memory"
"406","MAIT-NKT cells"
"407","CD4 naive II"
"408","Naive B"
"409","CD56dim CD16bright NK"
"410","CD8 naive"
"411","CD8 effector"
"412","CD4 memory"
"413","T-NK-B cell doublets"
"414","CD4 memory"
"415","NK-T doublets"
"416","CD8 memory"
"417","CD8 memory"
"418","Classical monocytes"
"419","MAIT-NKT cells"
"420","CD4 memory"
"421","CD4 naive I"
"422","CD8 naive"
"423","CD4 naive II"
"424","CD4 memory"
"425","CD4 naive I"
"426","CD4 naive II"
"427","CD56dim CD16bright NK"
"428","Classical monocytes"
"429","Classical monocytes"
"430","gdT cells"
"431","CD8 effector"
"432","Non classical monocytes"
"433","CD4 memory"
"434","CD4 naive I"
"435","CD4 naive I"
"436","Naive B"
"437","CD4 memory"
"438","CD8 effector"
"439","CD8 memory"
"440","CD4 naive I"
"441","CD4 memory"
"442","CD56dim CD16bright NK"
"443","CD4 memory"
"444","MAIT-NKT cells"
"445","CD8 memory"
"446","CD4 memory"
"447","CD4 memory"
"448","CD4 memory"
"449","MAIT-NKT cells"
"450","CD4 memory"
"451","CD4 memory"
"452","MAIT-NKT cells"
"453","CD8 effector"
"454","CD4 memory"
"455","CD4 naive I"
"456","CD4 memory"
"457","CD56bright CD16dim NK"
"458","CD8 memory"
"459","gdT cells"
"460","CD4 naive I"
"461","Naive B"
"462","CD56dim CD16bright NK"
"463","CD8 memory"
"464","Platelet-bound monocytes"
"465","CD8 memory"
"466","CD4 memory"
"467","MAIT-NKT cells"
"468","MAIT-NKT cells"
"469","CD4 naive I"
"470","Regulatory T cells"
"471","MAIT-NKT cells"
"472","MAIT-NKT cells"
"473","CD4 naive II"
"474","CD4 memory"
"475","Classical monocytes"
"476","CD4 naive II"
"477","CD56bright CD16dim NK"
"478","CD4 naive I"
"479","CD4 memory"
"480","CD56dim CD16bright NK"
"481","CD56dim CD16bright NK"
"482","MAIT-NKT cells"
"483","CD8 naive"
"484","CD56dim CD16bright NK"
"485","CD8 effector"
"486","CD4 memory"
"487","CD4 memory"
"488","CD4 memory"
"489","CD4 memory"
"490","Memory B"
"491","CD56bright CD16dim NK"
"492","Classical monocytes"
"493","CD8 memory"
"494","CD56dim CD16bright NK"
"495","Memory B"
"496","CD56dim CD16bright NK"
"497","CD4 naive II"
"498","CD8 naive"
"499","gdT cells"
"500","CD8 memory"
"501","Classical monocytes"
"502","MAIT-NKT cells"
"503","CD4 memory"
"504","CD8 effector"
"505","CD8 effector"
"506","CD8 effector"
"507","CD8 memory"
"508","CD8 memory"
"509","Naive B"
"510","Memory B"
"511","CD4 naive II"
"512","CD56dim CD16bright NK"
"513","CD4 naive I"
"514","MAIT-NKT cells"
"515","CD8 effector"
"516","NK-T doublets"
"517","CD8 effector"
"518","CD56dim CD16bright NK"
"519","MAIT-NKT cells"
"520","CD4 naive I"
"521","CD56dim CD16bright NK"
"522","CD4 memory"
"523","gdT cells"
"524","CD8 effector"
"525","CD4 naive II"
"526","CD4 naive II"
"527","CD4 memory"
"528","MAIT-NKT cells"
"529","Memory B"
"530","CD4 naive II"
"531","NK-monocyte doublets"
"532","CD4 memory"
"533","CD4 memory"
"534","CD4 memory"
"535","CD4 naive I"
"536","Memory B"
"537","CD8 naive"
"538","MAIT-NKT cells"
"539","CD8 memory"
"540","CD56dim CD16bright NK"
"541","CD56dim CD16bright NK"
"542","CD4 memory"
"543","CD4 memory"
"544","CD8 effector"
"545","Platelet-bound monocytes"
"546","CD8 memory"
"547","CD8 naive"
"548","CD8 effector"
"549","Platelet-bound monocytes"
"550","CD8 naive"
"551","CD4 naive I"
"552","Non classical monocytes"
"553","CD4 memory"
"554","gdT cells"
"555","CD4 naive II"
"556","MAIT-NKT cells"
"557","MAIT-NKT cells"
"558","CD8 naive"
"559","Classical monocytes"
"560","CD56bright CD16dim NK"
"561","Classical monocytes"
"562","gdT cells"
"563","CD4 memory"
"564","CD8 effector"
"565","CD4 memory"
"566","CD56dim CD16bright NK"
"567","CD4 memory"
"568","CD56dim CD16bright NK"
"569","CD4 memory"
"570","CD56dim CD16bright NK"
"571","CD8 effector"
"572","CD8 effector"
"573","CD4 memory"
"574","Classical monocytes"
"575","CD8 effector"
"576","CD56bright CD16dim NK"
"577","Non classical monocytes"
"578","conventional DC"
"579","CD4 naive I"
"580","T-NK-B cell doublets"
"581","Regulatory T cells"
"582","CD4 naive I"
"583","CD8 memory"
"584","CD8 naive"
"585","Classical monocytes"
"586","Classical monocytes"
"587","CD56dim CD16bright NK"
"588","MAIT-NKT cells"
"589","CD56dim CD16bright NK"
"590","conventional DC"
"591","Classical monocytes"
"592","CD4 naive I"
"593","CD4 memory"
"594","CD4 naive I"
"595","CD4 naive II"
"596","CD4 memory"
"597","CD4 memory"
"598","Memory B"
"599","Neutrophils"
"600","CD4 memory"
"601","Naive B"
"602","CD8 memory"
"603","CD4 naive I"
"604","MAIT-NKT cells"
"605","MAIT-NKT cells"
"606","T-NK-B cell doublets"
"607","CD8 naive"
"608","MAIT-NKT cells"
"609","plasmacytoid DC"
"610","Memory B"
"611","CD56dim CD16bright NK"
"612","Neutrophils"
"613","CD4 naive I"
"614","Non classical monocytes"
"615","MAIT-NKT cells"
"616","CD4 memory"
"617","CD56dim CD16bright NK"
"618","CD4 memory"
"619","CD4 naive I"
"620","CD4 memory"
"621","CD8 naive"
"622","CD4 memory"
"623","CD8 effector"
"624","CD56dim CD16bright NK"
"625","CD4 memory"
"626","CD8 memory"
"627","CD8 naive"
"628","CD4 naive I"
"629","CD4 memory"
"630","CD4 memory"
"631","CD8 memory"
"632","CD4 naive II"
"633","CD8 memory"
"634","CD4 memory"
"635","CD8 naive"
"636","CD4 naive II"
"637","Memory B"
"638","CD4 memory"
"639","CD4 naive II"
"640","Regulatory T cells"
"641","CD8 memory"
"642","CD4 naive I"
"643","CD4 naive I"
"644","CD8 naive"
"645","Classical monocytes"
"646","CD8 naive"
"647","CD4 memory"
"648","CD8 effector"
"649","CD4 memory"
"650","CD4 naive I"
"651","Classical monocytes"
"652","CD8 memory"
"653","MAIT-NKT cells"
"654","MAIT-NKT cells"
"655","CD4 memory"
"656","CD4 naive II"
"657","CD4 naive I"
"658","CD4 and CD8 activated memory"
"659","CD4 naive II"
"660","CD4 memory"
"661","CD8 effector"
"662","CD4 memory"
"663","CD8 effector"
"664","CD4 naive II"
"665","CD8 naive"
"666","Classical monocytes"
"667","CD4 memory"
"668","CD4 memory"
"669","CD8 effector"
"670","CD4 memory"
"671","CD8 memory"
"672","CD4 naive I"
"673","CD8 naive"
"674","CD4 memory"
"675","MAIT-NKT cells"
"676","CD56dim CD16bright NK"
"677","CD4 memory"
"678","CD4 naive II"
"679","CD8 effector"
"680","CD4 naive II"
"681","CD4 naive I"
"682","CD4 memory"
"683","Naive B"
"684","CD8 effector"
"685","CD4 and CD8 activated memory"
"686","CD4 memory"
"687","CD4 memory"
"688","CD4 naive II"
"689","CD4 naive II"
"690","CD4 memory"
"691","CD4 naive II"
"692","CD56dim CD16bright NK"
"693","Regulatory T cells"
"694","MAIT-NKT cells"
"695","Non classical monocytes"
"696","CD8 memory"
"697","CD8 effector"
"698","CD4 naive I"
"699","Naive B"
"700","Memory B"
"701","CD4 naive II"
"702","CD4 naive I"
"703","MAIT-NKT cells"
"704","CD8 effector"
"705","Classical monocytes"
"706","MAIT-NKT cells"
"707","CD56dim CD16bright NK"
"708","CD4 naive II"
"709","CD56dim CD16bright NK"
"710","MAIT-NKT cells"
"711","CD4 memory"
"712","CD4 naive II"
"713","gdT cells"
"714","CD8 effector"
"715","CD4 and CD8 activated memory"
"716","CD4 memory"
"717","CD4 memory"
"718","CD4 naive I"
"719","gdT cells"
"720","CD4 naive I"
"721","Naive B"
"722","CD4 naive II"
"723","Platelet-bound monocytes"
"724","CD8 memory"
"725","CD8 naive"
"726","CD8 memory"
"727","MAIT-NKT cells"
"728","CD8 memory"
"729","gdT cells"
"730","CD4 memory"
"731","CD4 memory"
"732","MAIT-NKT cells"
"733","CD4 naive I"
"734","CD4 memory"
"735","CD8 effector"
"736","CD8 naive"
"737","CD8 effector"
"738","CD8 effector"
"739","gdT cells"
"740","gdT cells"
"741","CD4 memory"
"742","CD8 memory"
"743","CD8 naive"
"744","CD56bright CD16dim NK"
"745","CD4 naive I"
"746","CD4 naive II"
"747","CD4 naive I"
"748","CD8 naive"
"749","CD4 memory"
"750","CD4 memory"
"751","Regulatory T cells"
"752","gdT cells"
"753","Classical monocytes"
"754","NK-T doublets"
"755","CD4 and CD8 activated memory"
"756","Classical monocytes"
"757","CD8 effector"
"758","Classical monocytes"
"759","Classical monocytes"
"760","MAIT-NKT cells"
"761","CD8 memory"
"762","MAIT-NKT cells"
"763","CD8 naive"
"764","CD4 memory"
"765","CD4 naive I"
"766","CD4 memory"
"767","plasmacytoid DC"
"768","CD4 naive I"
"769","MAIT-NKT cells"
"770","CD8 memory"
"771","CD56dim CD16bright NK"
"772","CD8 naive"
"773","CD56dim CD16bright NK"
"774","conventional DC"
"775","CD4 memory"
"776","CD56dim CD16bright NK"
"777","CD4 naive I"
"778","CD4 memory"
"779","CD4 naive I"
"780","CD8 effector"
"781","CD8 effector"
"782","Regulatory T cells"
"783","Memory B"
"784","Platelet-bound monocytes"
"785","T-NK-B cell doublets"
"786","Classical monocytes"
"787","CD4 memory"
"788","CD56dim CD16bright NK"
"789","CD56dim CD16bright NK"
"790","T-NK-B cell doublets"
"791","CD4 naive I"
"792","CD8 effector"
"793","Non classical monocytes"
"794","MAIT-NKT cells"
"795","CD4 naive I"
"796","Naive B"
"797","Naive B"
"798","CD4 memory"
"799","Neutrophils"
"800","MAIT-NKT cells"
"801","CD4 memory"
"802","CD4 naive I"
"803","CD8 effector"
"804","CD4 memory"
"805","CD56dim CD16bright NK"
"806","CD4 naive I"
"807","CD4 naive II"
"808","MAIT-NKT cells"
"809","gdT cells"
"810","Classical monocytes"
"811","Regulatory T cells"
"812","CD4 memory"
"813","T-NK-B cell doublets"
"814","CD4 memory"
"815","CD8 effector"
"816","CD56dim CD16bright NK"
"817","CD8 memory"
"818","gdT cells"
"819","CD4 memory"
"820","CD4 memory"
"821","Naive B"
"822","CD4 naive I"
"823","CD4 naive II"
"824","CD4 memory"
"825","CD4 memory"
"826","CD8 naive"
"827","Naive B"
"828","CD4 memory"
"829","CD8 naive"
"830","CD8 naive"
"831","CD8 effector"
"832","CD4 memory"
"833","CD4 naive II"
"834","Non classical monocytes"
"835","CD4 naive I"
"836","CD4 memory"
"837","CD4 memory"
"838","CD4 memory"
"839","CD4 memory"
"840","CD8 memory"
"841","Classical monocytes"
"842","CD4 memory"
"843","MAIT-NKT cells"
"844","Platelet-bound monocytes"
"845","CD4 memory"
"846","Naive B"
"847","CD8 effector"
"848","Non classical monocytes"
"849","CD56dim CD16bright NK"
"850","CD8 effector"
"851","CD56dim CD16bright NK"
"852","CD8 effector"
"853","T-NK-B cell doublets"
"854","Memory B"
"855","CD8 memory"
"856","CD8 naive"
"857","Non classical monocytes"
"858","Naive B"
"859","CD8 naive"
"860","MAIT-NKT cells"
"861","CD4 memory"
"862","CD4 memory"
"863","CD8 memory"
"864","Platelet-bound monocytes"
"865","CD56dim CD16bright NK"
"866","Classical monocytes"
"867","CD8 effector"
"868","MAIT-NKT cells"
"869","Classical monocytes"
"870","CD8 effector"
"871","Neutrophils"
"872","Classical monocytes"
"873","MAIT-NKT cells"
"874","Memory B"
"875","CD8 naive"
"876","CD8 naive"
"877","CD8 effector"
"878","CD4 memory"
"879","CD8 effector"
"880","gdT cells"
"881","MAIT-NKT cells"
"882","MAIT-NKT cells"
"883","CD4 memory"
"884","Neutrophils"
"885","MAIT-NKT cells"
"886","CD4 naive II"
"887","CD4 memory"
"888","CD8 effector"
"889","CD4 naive I"
"890","CD56dim CD16bright NK"
"891","CD56dim CD16bright NK"
"892","CD8 memory"
"893","CD8 effector"
"894","CD8 effector"
"895","CD8 memory"
"896","Regulatory T cells"
"897","CD8 naive"
"898","Classical monocytes"
"899","CD8 naive"
"900","Memory B"
"901","CD4 naive II"
"902","CD4 naive I"
"903","plasmacytoid DC"
"904","CD4 memory"
"905","CD8 memory"
"906","CD8 effector"
"907","Neutrophils"
"908","CD8 naive"
"909","Memory B"
"910","CD4 naive II"
"911","Neutrophils"
"912","CD4 memory"
"913","CD4 naive I"
"914","CD4 memory"
"915","CD4 memory"
"916","CD4 naive II"
"917","CD4 memory"
"918","Non classical monocytes"
"919","NK-T doublets"
"920","Classical monocytes"
"921","CD8 memory"
"922","CD56bright CD16dim NK"
"923","CD8 naive"
"924","CD4 naive II"
"925","CD4 naive I"
"926","CD8 effector"
"927","CD4 memory"
"928","Memory B"
"929","CD8 memory"
"930","Non classical monocytes"
"931","CD4 naive I"
"932","CD4 naive I"
"933","CD4 and CD8 activated memory"
"934","Classical monocytes"
"935","CD4 memory"
"936","MAIT-NKT cells"
"937","Naive B"
"938","CD4 memory"
"939","CD4 naive I"
"940","Memory B"
"941","CD8 naive"
"942","CD4 memory"
"943","CD8 memory"
"944","CD8 memory"
"945","CD4 naive I"
"946","CD4 naive I"
"947","CD8 effector"
"948","CD4 memory"
"949","T-NK-B cell doublets"
"950","Regulatory T cells"
"951","CD4 memory"
"952","CD8 effector"
"953","CD4 naive I"
"954","CD8 memory"
"955","CD8 effector"
"956","Classical monocytes"
"957","CD4 naive II"
"958","Classical monocytes"
"959","CD4 naive II"
"960","CD56dim CD16bright NK"
"961","CD4 memory"
"962","CD56dim CD16bright NK"
"963","CD4 memory"
"964","gdT cells"
"965","CD4 naive II"
"966","gdT cells"
"967","CD8 effector"
"968","CD56dim CD16bright NK"
"969","CD8 effector"
"970","Platelets"
"971","MAIT-NKT cells"
"972","CD8 naive"
"973","CD4 naive II"
"974","CD4 naive I"
"975","CD4 naive II"
"976","Naive B"
"977","CD8 effector"
"978","CD4 memory"
"979","CD4 naive I"
"980","Classical monocytes"
"981","CD8 effector"
"982","CD4 memory"
"983","CD8 memory"
"984","MAIT-NKT cells"
"985","CD4 naive II"
"986","CD4 memory"
"987","CD8 effector"
"988","CD4 memory"
"989","CD4 naive I"
"990","CD8 naive"
"991","CD4 naive I"
"992","Platelet-bound monocytes"
"993","CD8 naive"
"994","CD4 memory"
"995","CD4 memory"
"996","gdT cells"
"997","CD8 effector"
"998","MAIT-NKT cells"
"999","CD4 memory"
"1000","NK-monocyte doublets"
"1001","CD8 memory"
"1002","CD8 memory"
"1003","MAIT-NKT cells"
"1004","CD8 naive"
"1005","Classical monocytes"
"1006","Naive B"
"1007","CD4 memory"
"1008","CD56dim CD16bright NK"
"1009","CD4 memory"
"1010","CD8 memory"
"1011","CD4 memory"
"1012","CD8 effector"
"1013","CD8 effector"
"1014","CD4 naive II"
"1015","CD4 naive II"
"1016","Naive B"
"1017","Classical monocytes"
"1018","CD8 effector"
"1019","CD4 naive II"
"1020","CD8 naive"
"1021","Platelet-bound monocytes"
"1022","CD4 memory"
"1023","Classical monocytes"
"1024","CD4 and CD8 activated memory"
"1025","CD4 naive II"
"1026","CD4 naive II"
"1027","CD8 effector"
"1028","CD4 naive I"
"1029","CD56dim CD16bright NK"
"1030","CD4 and CD8 activated memory"
"1031","CD56dim CD16bright NK"
"1032","MAIT-NKT cells"
"1033","CD8 effector"
"1034","MAIT-NKT cells"
"1035","MAIT-NKT cells"
"1036","CD56dim CD16bright NK"
"1037","CD8 memory"
"1038","CD8 effector"
"1039","CD4 memory"
"1040","MAIT-NKT cells"
"1041","MAIT-NKT cells"
"1042","CD4 naive I"
"1043","CD4 naive I"
"1044","CD4 naive I"
"1045","T-NK-B cell doublets"
"1046","Platelet-bound monocytes"
"1047","CD4 memory"
"1048","Classical monocytes"
"1049","gdT cells"
"1050","CD4 memory"
"1051","Regulatory T cells"
"1052","CD8 effector"
"1053","CD4 naive II"
"1054","CD4 naive I"
"1055","MAIT-NKT cells"
"1056","CD4 memory"
"1057","MAIT-NKT cells"
"1058","Memory B"
"1059","CD4 and CD8 activated memory"
"1060","CD56dim CD16bright NK"
"1061","MAIT-NKT cells"
"1062","gdT cells"
"1063","Classical monocytes"
"1064","CD4 naive I"
"1065","CD4 naive I"
"1066","CD56bright CD16dim NK"
"1067","Neutrophils"
"1068","CD56dim CD16bright NK"
"1069","CD8 effector"
"1070","CD8 memory"
"1071","CD4 naive I"
"1072","CD4 and CD8 activated memory"
"1073","CD8 effector"
"1074","CD4 memory"
"1075","CD4 naive II"
"1076","CD8 memory"
"1077","CD4 memory"
"1078","CD56dim CD16bright NK"
"1079","CD4 naive I"
"1080","MAIT-NKT cells"
"1081","CD4 naive II"
"1082","gdT cells"
"1083","CD4 naive II"
"1084","CD8 naive"
"1085","CD4 naive I"
"1086","CD4 memory"
"1087","Platelets"
"1088","CD4 naive I"
"1089","CD8 naive"
"1090","T-NK-B cell doublets"
"1091","CD8 naive"
"1092","CD4 memory"
"1093","CD4 memory"
"1094","CD4 memory"
"1095","CD4 memory"
"1096","CD4 memory"
"1097","CD8 naive"
"1098","CD4 naive II"
"1099","NK-monocyte doublets"
"1100","MAIT-NKT cells"
"1101","NK-T doublets"
"1102","Naive B"
"1103","CD8 naive"
"1104","CD4 naive II"
"1105","CD56dim CD16bright NK"
"1106","Classical monocytes"
"1107","T-NK-B cell doublets"
"1108","Naive B"
"1109","CD8 memory"
"1110","MAIT-NKT cells"
"1111","CD8 effector"
"1112","CD8 memory"
"1113","CD56dim CD16bright NK"
"1114","Classical monocytes"
"1115","CD4 memory"
"1116","Classical monocytes"
"1117","CD4 memory"
"1118","CD4 naive II"
"1119","T-NK-B cell doublets"
"1120","CD4 memory"
"1121","CD56dim CD16bright NK"
"1122","Memory B"
"1123","CD8 memory"
"1124","CD8 memory"
"1125","CD4 naive I"
"1126","Classical monocytes"
"1127","MAIT-NKT cells"
"1128","CD8 effector"
