"","x"
"509","CD4 memory"
"510","Platelets"
"511","Non classical monocytes"
"512","CD8 naive"
"513","CD56dim CD16bright NK"
"514","Proliferating T and NK cell"
"515","CD8 effector"
"516","Classical monocytes"
"517","CD8 naive"
"518","CD8 naive"
"519","CD4 naive II"
"520","Classical monocytes"
"521","CD8 effector"
"522","CD8 effector"
"523","CD8 effector"
"524","CD8 effector"
"525","CD56dim CD16bright NK"
"526","CD4 naive I"
"527","CD4 memory"
"528","CD8 naive"
"529","CD8 naive"
"530","CD4 memory"
"531","CD8 effector"
"532","Classical monocytes"
"533","Neutrophils"
"534","CD4 naive I"
"535","CD4 naive I"
"536","CD4 naive I"
"537","CD4 naive I"
"538","gdT cells"
"539","CD56dim CD16bright NK"
"540","NK-T doublets"
"541","conventional DC"
"542","CD8 effector"
"543","CD8 effector"
"544","CD8 effector"
"545","CD8 naive"
"546","gdT cells"
"547","CD4 memory"
"548","CD8 effector"
"549","CD4 naive I"
"550","CD4 naive I"
"551","CD4 naive I"
"552","Memory B"
"553","CD4 memory"
"554","CD8 effector"
"555","CD56dim CD16bright NK"
"556","CD4 memory"
"557","CD56dim CD16bright NK"
"558","Neutrophils"
"559","CD8 effector"
"560","MAIT-NKT cells"
"561","Classical monocytes"
"562","CD8 memory"
"563","CD8 effector"
"564","Classical monocytes"
"565","CD56dim CD16bright NK"
"566","Classical monocytes"
"567","CD4 naive I"
"568","Platelet-bound monocytes"
"569","CD8 effector"
"570","CD4 naive I"
"571","Naive B"
"572","Regulatory T cells"
"573","CD8 effector"
"574","CD4 memory"
"575","CD8 naive"
"576","CD8 naive"
"577","CD56dim CD16bright NK"
"578","CD4 naive I"
"579","CD8 effector"
"580","CD4 memory"
"581","CD8 naive"
"582","CD4 naive I"
"583","CD4 memory"
"584","CD8 naive"
"585","CD4 memory"
"586","CD4 memory"
"587","Naive B"
"588","CD4 naive I"
"589","CD4 memory"
"590","gdT cells"
"591","Classical monocytes"
"592","CD8 memory"
"593","CD4 naive II"
"594","CD4 naive II"
"595","CD8 memory"
"596","CD8 naive"
"597","CD8 naive"
"598","CD4 memory"
"599","CD4 memory"
"600","CD8 naive"
"601","CD4 memory"
"602","CD4 naive I"
"603","Classical monocytes"
"604","CD8 effector"
"605","Non classical monocytes"
"606","CD56dim CD16bright NK"
"607","CD8 memory"
"608","CD4 naive II"
"609","Naive B"
"610","CD4 naive I"
"611","CD56bright CD16dim NK"
"612","CD8 naive"
"613","CD4 naive II"
"614","CD8 effector"
"615","CD4 memory"
"616","CD8 naive"
"617","CD8 memory"
"618","CD8 effector"
"619","CD8 effector"
"620","CD4 memory"
"621","CD4 naive II"
"622","CD8 naive"
"623","CD4 naive I"
"624","CD8 memory"
"625","CD4 naive I"
"626","CD4 memory"
"627","CD8 naive"
"628","Memory B"
"629","CD56dim CD16bright NK"
"630","CD56dim CD16bright NK"
"631","CD4 memory"
"632","Classical monocytes"
"633","CD8 effector"
"634","CD56dim CD16bright NK"
"635","CD4 memory"
"636","gdT cells"
"637","CD8 memory"
"638","CD4 naive II"
"639","CD8 naive"
"640","CD8 naive"
"641","CD4 naive II"
"642","CD4 and CD8 activated memory"
"643","CD56dim CD16bright NK"
"644","MAIT-NKT cells"
"645","CD4 memory"
"646","CD4 naive I"
"647","Neutrophils"
"648","CD8 naive"
"649","Naive B"
"650","CD4 naive I"
"651","CD8 effector"
"652","CD4 memory"
"653","Classical monocytes"
"654","Plasma cells"
"655","CD4 memory"
"656","CD8 effector"
"657","NK-monocyte doublets"
"658","MAIT-NKT cells"
"659","Neutrophils"
"660","CD8 memory"
"661","CD4 naive I"
"662","CD4 naive I"
"663","CD8 effector"
"664","CD4 naive II"
"665","CD4 naive I"
"666","CD4 naive I"
"667","CD8 effector"
"668","CD8 naive"
"669","CD8 effector"
"670","Classical monocytes"
"671","T-NK-B cell doublets"
"672","CD8 naive"
"673","T-NK-B cell doublets"
"674","CD4 memory"
"675","Classical monocytes"
"676","CD8 naive"
"677","CD8 naive"
"678","Classical monocytes"
"679","CD4 naive I"
"680","CD8 effector"
"681","CD4 memory"
"682","CD8 effector"
"683","Naive B"
"684","CD4 naive I"
"685","CD56dim CD16bright NK"
"686","CD8 effector"
"687","CD4 naive II"
"688","CD4 memory"
"689","CD8 effector"
"690","CD8 effector"
"691","CD4 naive II"
"692","Classical monocytes"
"693","CD8 effector"
"694","CD4 naive I"
"695","CD4 memory"
"696","CD4 naive II"
"697","Plasma cells"
"698","Classical monocytes"
"699","Classical monocytes"
"700","gdT cells"
"701","CD8 naive"
"702","CD4 naive II"
"703","CD8 effector"
"704","CD4 naive II"
"705","CD4 memory"
"706","CD56dim CD16bright NK"
"707","CD8 naive"
"708","CD56dim CD16bright NK"
"709","CD4 memory"
"710","Regulatory T cells"
"711","CD8 effector"
"712","CD4 naive I"
"713","conventional DC"
"714","CD56dim CD16bright NK"
"715","CD4 naive II"
"716","CD4 naive II"
"717","CD8 memory"
"718","CD8 naive"
"719","CD4 naive I"
"720","Platelet-bound monocytes"
"721","Naive B"
"722","Plasma cells"
"723","CD56dim CD16bright NK"
"724","CD8 effector"
"725","CD8 naive"
"726","Classical monocytes"
"727","Regulatory T cells"
"728","CD4 memory"
"729","Classical monocytes"
"730","CD8 effector"
"731","Regulatory T cells"
"732","CD4 naive I"
"733","CD8 effector"
"734","CD56dim CD16bright NK"
"735","CD8 memory"
"736","CD8 naive"
"737","CD56dim CD16bright NK"
"738","CD8 naive"
"739","MAIT-NKT cells"
"740","CD8 memory"
"741","NK-monocyte doublets"
"742","Platelet-bound monocytes"
"743","NK-monocyte doublets"
"744","CD4 naive I"
"745","CD8 effector"
"746","CD4 naive I"
"747","CD8 effector"
"748","CD4 memory"
"749","MAIT-NKT cells"
"750","Classical monocytes"
"751","CD8 effector"
"752","CD4 memory"
"753","Non classical monocytes"
"754","CD8 naive"
"755","Non classical monocytes"
"756","CD8 effector"
"757","CD4 naive I"
"758","CD8 effector"
"759","CD4 naive I"
"760","CD4 naive I"
"761","CD8 naive"
"762","CD4 naive I"
"763","CD4 memory"
"764","CD56bright CD16dim NK"
"765","CD56dim CD16bright NK"
"766","Naive B"
"767","gdT cells"
"768","MAIT-NKT cells"
"769","CD4 memory"
"770","CD56dim CD16bright NK"
"771","CD4 naive I"
"772","Memory B"
"773","CD4 memory"
"774","CD56dim CD16bright NK"
"775","CD4 naive I"
"776","MAIT-NKT cells"
"777","Memory B"
"778","CD56dim CD16bright NK"
"779","Naive B"
"780","NK-T doublets"
"781","CD4 memory"
"782","Classical monocytes"
"783","CD4 naive II"
"784","CD56dim CD16bright NK"
"785","CD4 naive I"
"786","CD4 naive I"
"787","Classical monocytes"
"788","CD56dim CD16bright NK"
"789","CD56dim CD16bright NK"
"790","CD8 effector"
"791","CD4 memory"
"792","Classical monocytes"
"793","CD4 naive I"
"794","Classical monocytes"
"795","Regulatory T cells"
"796","Non classical monocytes"
"797","CD8 effector"
"798","Classical monocytes"
"799","CD4 memory"
"800","CD8 effector"
"801","CD8 effector"
"802","CD8 effector"
"803","CD8 naive"
"804","CD8 effector"
"805","Classical monocytes"
"806","CD8 memory"
"807","CD56dim CD16bright NK"
"808","conventional DC"
"809","CD4 naive II"
"810","CD8 effector"
"811","Classical monocytes"
"812","CD8 naive"
"813","CD8 naive"
"814","CD56dim CD16bright NK"
"815","MAIT-NKT cells"
"816","gdT cells"
"817","CD4 memory"
"818","CD8 effector"
"819","conventional DC"
"820","Non classical monocytes"
"821","CD8 effector"
"822","CD56dim CD16bright NK"
"823","CD56dim CD16bright NK"
"824","NK-T doublets"
"825","CD8 effector"
"826","CD4 naive II"
"827","Classical monocytes"
"828","CD4 naive I"
"829","CD4 naive I"
"830","Classical monocytes"
"831","CD4 naive I"
"832","CD8 effector"
"833","CD4 naive I"
"834","CD4 memory"
"835","CD8 naive"
"836","CD4 naive II"
"837","gdT cells"
"838","Classical monocytes"
"839","CD56dim CD16bright NK"
"840","CD56dim CD16bright NK"
"841","CD56dim CD16bright NK"
"842","CD8 memory"
"843","Neutrophils"
"844","CD8 memory"
"845","CD8 naive"
"846","CD4 memory"
"847","CD8 effector"
"848","CD8 naive"
"849","CD4 memory"
"850","CD8 naive"
"851","Proliferating T and NK cell"
"852","CD4 memory"
"853","CD8 effector"
"854","CD56dim CD16bright NK"
"855","CD4 memory"
"856","CD56dim CD16bright NK"
"857","CD56dim CD16bright NK"
"858","CD4 memory"
"859","CD8 effector"
"860","CD4 naive I"
"861","CD8 naive"
"862","CD8 effector"
"863","CD56dim CD16bright NK"
"864","CD8 memory"
"865","CD4 naive I"
"866","CD8 memory"
"867","Classical monocytes"
"868","CD4 and CD8 activated memory"
"869","Non classical monocytes"
"870","CD4 naive II"
"871","MAIT-NKT cells"
"872","CD4 naive I"
"873","Non classical monocytes"
"874","CD8 naive"
"875","CD4 naive II"
"876","CD4 naive I"
"877","CD8 effector"
"878","CD8 naive"
"879","Non classical monocytes"
"880","CD4 memory"
"881","CD4 naive I"
"882","CD4 memory"
"883","CD8 effector"
"884","CD4 naive I"
"885","CD8 effector"
"886","Classical monocytes"
"887","CD8 naive"
"888","CD56dim CD16bright NK"
"889","CD8 naive"
"890","CD8 naive"
"891","CD4 memory"
"892","Naive B"
"893","Classical monocytes"
"894","CD4 naive II"
"895","Classical monocytes"
"896","Classical monocytes"
"897","CD4 naive II"
"898","CD4 memory"
"899","CD8 effector"
"900","CD56dim CD16bright NK"
"901","Naive B"
"902","CD8 memory"
"903","CD4 memory"
"904","Platelet-bound monocytes"
"905","CD8 naive"
"906","CD56bright CD16dim NK"
"907","CD4 memory"
"908","Non classical monocytes"
"909","MAIT-NKT cells"
"910","CD4 naive I"
"911","Naive B"
"912","CD8 memory"
"913","CD8 effector"
"914","CD8 naive"
"915","Classical monocytes"
"916","CD8 effector"
"917","CD4 naive II"
"918","CD8 effector"
"919","CD8 effector"
"920","CD4 memory"
"921","CD8 effector"
"922","CD8 naive"
"923","Memory B"
"924","CD4 naive II"
"925","Neutrophils"
"926","Classical monocytes"
"927","CD8 effector"
"928","CD8 effector"
"929","MAIT-NKT cells"
"930","Classical monocytes"
"931","Naive B"
"932","conventional DC"
"933","CD8 effector"
"934","CD56dim CD16bright NK"
"935","CD8 effector"
"936","CD8 naive"
"937","CD4 naive I"
"938","Classical monocytes"
"939","CD4 naive I"
"940","Classical monocytes"
"941","Platelet-bound monocytes"
"942","CD56dim CD16bright NK"
"943","CD4 naive I"
"944","Classical monocytes"
"945","CD8 naive"
"946","CD4 memory"
"947","Non classical monocytes"
"948","CD4 naive I"
"949","CD4 memory"
"950","CD4 and CD8 activated memory"
"951","CD4 memory"
"952","Neutrophils"
"953","Regulatory T cells"
"954","CD4 naive I"
"955","CD56dim CD16bright NK"
"956","Regulatory T cells"
"957","gdT cells"
"958","CD8 memory"
"959","CD4 naive II"
"960","CD4 naive I"
"961","CD4 naive II"
"962","CD8 effector"
"963","Neutrophils"
"964","CD4 naive II"
"965","CD8 naive"
"966","Classical monocytes"
"967","Classical monocytes"
"968","CD56dim CD16bright NK"
"969","CD56dim CD16bright NK"
"970","CD4 and CD8 activated memory"
"971","Memory B"
"972","CD4 memory"
"973","Classical monocytes"
"974","Neutrophils"
"975","CD56dim CD16bright NK"
"976","Naive B"
"977","Classical monocytes"
"978","gdT cells"
"979","CD8 naive"
"980","Classical monocytes"
"981","MAIT-NKT cells"
"982","CD4 naive II"
"983","CD8 effector"
"984","CD8 effector"
"985","CD4 memory"
"986","CD56dim CD16bright NK"
"987","CD4 naive I"
"988","CD8 effector"
"989","CD8 effector"
"990","MAIT-NKT cells"
"991","Classical monocytes"
"992","Classical monocytes"
"993","CD4 naive I"
"994","CD4 memory"
"995","CD56dim CD16bright NK"
"996","CD4 naive I"
"997","Platelet-bound monocytes"
"998","Classical monocytes"
"999","CD8 effector"
"1000","CD4 naive II"
"1001","CD4 naive I"
"1002","gdT cells"
"1003","CD8 effector"
"1004","CD4 memory"
"1005","Non classical monocytes"
"1006","CD4 naive II"
"1007","MAIT-NKT cells"
"1008","CD4 naive I"
"1009","CD8 effector"
"1010","CD56dim CD16bright NK"
"1011","CD4 memory"
"1012","CD8 naive"
"1013","CD4 naive I"
"1014","CD4 naive II"
"1015","CD8 naive"
"1016","CD56dim CD16bright NK"
"1017","Non classical monocytes"
"1018","CD8 memory"
"1019","CD8 effector"
"1020","CD8 naive"
"1021","CD8 naive"
"1022","CD4 memory"
"1023","Memory B"
"1024","CD4 memory"
"1025","CD4 naive II"
"1026","CD8 effector"
"1027","CD4 memory"
"1028","Classical monocytes"
"1029","CD56dim CD16bright NK"
"1030","CD56dim CD16bright NK"
"1031","CD4 naive II"
"1032","CD4 memory"
"1033","CD56dim CD16bright NK"
"1034","Classical monocytes"
"1035","CD4 naive I"
"1036","CD4 naive II"
"1037","CD4 naive II"
"1038","CD4 memory"
"1039","Neutrophils"
"1040","CD4 naive I"
"1041","CD4 naive I"
"1042","CD4 naive I"
"1043","gdT cells"
"1044","CD8 naive"
"1045","CD4 memory"
"1046","CD8 effector"
"1047","Classical monocytes"
"1048","CD8 effector"
"1049","CD4 naive II"
"1050","CD8 effector"
"1051","Non classical monocytes"
"1052","CD8 naive"
"1053","Non classical monocytes"
"1054","Classical monocytes"
"1055","T-NK-B cell doublets"
"1056","CD4 naive I"
"1057","Non classical monocytes"
"1058","Non classical monocytes"
"1059","CD4 memory"
"1060","Naive B"
"1061","CD8 naive"
"1062","CD8 naive"
"1063","gdT cells"
"1064","CD4 naive I"
"1065","CD8 effector"
"1066","CD4 naive I"
"1067","CD4 naive II"
"1068","CD56dim CD16bright NK"
"1069","CD8 effector"
"1070","Plasma cells"
"1071","Classical monocytes"
"1072","CD4 and CD8 activated memory"
"1073","CD4 naive II"
"1074","CD4 memory"
"1075","CD8 effector"
"1076","CD8 effector"
"1077","NK-monocyte doublets"
"1078","Neutrophils"
"1079","CD56bright CD16dim NK"
"1080","CD4 naive II"
"1081","Neutrophils"
"1082","CD8 naive"
"1083","CD8 naive"
"1084","CD4 naive II"
"1085","Classical monocytes"
"1086","CD4 memory"
"1087","Classical monocytes"
"1088","Naive B"
"1089","Classical monocytes"
"1090","Classical monocytes"
"1091","CD8 memory"
"1092","CD8 effector"
"1093","Non classical monocytes"
"1094","CD4 naive I"
"1095","CD4 naive I"
"1096","CD56dim CD16bright NK"
"1097","CD4 memory"
"1098","CD4 naive II"
"1099","Naive B"
"1100","Classical monocytes"
"1101","CD4 naive I"
"1102","Classical monocytes"
"1103","Classical monocytes"
"1104","Platelets"
"1105","MAIT-NKT cells"
"1106","CD8 naive"
"1107","CD8 effector"
"1108","CD8 naive"
"1109","CD56dim CD16bright NK"
"1110","CD8 naive"
"1111","Classical monocytes"
"1112","CD56dim CD16bright NK"
"1113","Classical monocytes"
"1114","CD8 memory"
"1115","CD8 naive"
"1116","CD4 naive I"
"1117","CD8 naive"
"1118","CD8 naive"
"1119","Classical monocytes"
"1120","CD4 memory"
"1121","Classical monocytes"
"1122","MAIT-NKT cells"
"1123","Non classical monocytes"
"1124","CD4 naive I"
"1125","Memory B"
"1126","CD8 effector"
"1127","Naive B"
"1128","Regulatory T cells"
"1129","CD4 naive II"
"1130","conventional DC"
"1131","gdT cells"
"1132","CD4 naive I"
"1133","CD8 naive"
"1134","CD8 effector"
"1135","MAIT-NKT cells"
"1136","CD4 memory"
"1137","Classical monocytes"
"1138","CD4 naive I"
"1139","CD8 naive"
