"","x"
"447","Neutrophils"
"448","CD8 effector"
"449","Memory B"
"450","CD8 memory"
"451","CD56dim CD16bright NK"
"452","CD8 effector"
"453","Classical monocytes"
"454","Classical monocytes"
"455","CD56dim CD16bright NK"
"456","Regulatory T cells"
"457","CD4 naive II"
"458","CD56dim CD16bright NK"
"459","CD4 memory"
"460","Naive B"
"461","CD8 naive"
"462","CD4 memory"
"463","CD4 memory"
"464","CD4 memory"
"465","MAIT-NKT cells"
"466","Erythroid "
"467","CD4 memory"
"468","CD56bright CD16dim NK"
"469","Classical monocytes"
"470","CD4 naive I"
"471","Naive B"
"472","CD4 naive I"
"473","Naive B"
"474","CD4 naive I"
"475","CD56dim CD16bright NK"
"476","Naive B"
"477","CD4 naive I"
"478","Platelet-bound monocytes"
"479","Naive B"
"480","CD8 naive"
"481","CD8 memory"
"482","Neutrophils"
"483","CD4 memory"
"484","CD8 effector"
"485","gdT cells"
"486","CD4 and CD8 activated memory"
"487","Neutrophils"
"488","CD4 memory"
"489","MAIT-NKT cells"
"490","CD8 naive"
"491","NK-monocyte doublets"
"492","CD4 memory"
"493","Classical monocytes"
"494","CD56dim CD16bright NK"
"495","CD4 naive II"
"496","CD8 naive"
"497","NK-monocyte doublets"
"498","Classical monocytes"
"499","NK-T doublets"
"500","CD8 memory"
"501","CD8 effector"
"502","CD4 memory"
"503","Classical monocytes"
"504","Classical monocytes"
"505","MAIT-NKT cells"
"506","Classical monocytes"
"507","MAIT-NKT cells"
"508","CD56dim CD16bright NK"
"509","CD4 naive II"
"510","gdT cells"
"511","MAIT-NKT cells"
"512","Classical monocytes"
"513","CD4 memory"
"514","Regulatory T cells"
"515","CD8 effector"
"516","CD8 effector"
"517","CD4 naive I"
"518","CD56dim CD16bright NK"
"519","CD4 naive I"
"520","Memory B"
"521","CD4 memory"
"522","CD4 naive I"
"523","CD4 memory"
"524","Naive B"
"525","gdT cells"
"526","Naive B"
"527","MAIT-NKT cells"
"528","Naive B"
"529","CD56bright CD16dim NK"
"530","Classical monocytes"
"531","CD4 naive II"
"532","CD4 naive I"
"533","CD56dim CD16bright NK"
"534","CD8 effector"
"535","CD56dim CD16bright NK"
"536","CD56dim CD16bright NK"
"537","Non classical monocytes"
"538","plasmacytoid DC"
"539","CD56dim CD16bright NK"
"540","CD8 effector"
"541","Naive B"
"542","CD8 naive"
"543","Regulatory T cells"
"544","gdT cells"
"545","CD8 naive"
"546","CD8 naive"
"547","Non classical monocytes"
"548","CD4 naive I"
"549","CD4 memory"
"550","gdT cells"
"551","Non classical monocytes"
"552","Naive B"
"553","CD4 naive I"
"554","CD56dim CD16bright NK"
"555","CD4 naive I"
"556","Neutrophils"
"557","CD56dim CD16bright NK"
"558","Platelet-bound monocytes"
"559","Naive B"
"560","CD4 memory"
"561","CD56dim CD16bright NK"
"562","Classical monocytes"
"563","Classical monocytes"
"564","CD56dim CD16bright NK"
"565","gdT cells"
"566","CD56dim CD16bright NK"
"567","Classical monocytes"
"568","CD56bright CD16dim NK"
"569","CD8 effector"
"570","Erythroid "
"571","NK-T doublets"
"572","Classical monocytes"
"573","CD4 memory"
"574","conventional DC"
"575","Naive B"
"576","CD4 memory"
"577","CD8 memory"
"578","Naive B"
"579","Non classical monocytes"
"580","Classical monocytes"
"581","T-NK-B cell doublets"
"582","CD4 naive II"
"583","CD56dim CD16bright NK"
"584","CD4 naive II"
"585","CD8 memory"
"586","CD4 naive II"
"587","Platelet-bound monocytes"
"588","CD56dim CD16bright NK"
"589","Regulatory T cells"
"590","Platelet-bound monocytes"
"591","Platelets"
"592","CD56dim CD16bright NK"
"593","CD8 naive"
"594","Naive B"
"595","CD4 memory"
"596","gdT cells"
"597","Memory B"
"598","CD4 memory"
"599","CD4 memory"
"600","Classical monocytes"
"601","Platelet-bound monocytes"
"602","gdT cells"
"603","CD4 naive I"
"604","Memory B"
"605","CD4 naive II"
"606","CD4 memory"
"607","CD56dim CD16bright NK"
"608","CD8 memory"
"609","Naive B"
"610","CD4 memory"
"611","Platelet-T cell doublets"
"612","CD56dim CD16bright NK"
"613","Regulatory T cells"
"614","CD56dim CD16bright NK"
"615","Regulatory T cells"
"616","CD56dim CD16bright NK"
"617","gdT cells"
"618","T-NK-B cell doublets"
"619","T-NK-B cell doublets"
"620","Naive B"
"621","CD56dim CD16bright NK"
"622","CD56dim CD16bright NK"
"623","CD56dim CD16bright NK"
"624","Naive B"
"625","Neutrophils"
"626","CD56dim CD16bright NK"
"627","CD4 memory"
"628","CD4 naive I"
"629","CD56dim CD16bright NK"
"630","CD8 effector"
"631","Naive B"
"632","Non classical monocytes"
"633","CD4 naive I"
"634","Naive B"
"635","Neutrophils"
"636","CD4 naive II"
"637","CD56dim CD16bright NK"
"638","Neutrophils"
"639","Non classical monocytes"
"640","CD8 effector"
"641","CD8 memory"
"642","CD56dim CD16bright NK"
"643","CD4 memory"
"644","CD4 naive I"
"645","Naive B"
"646","CD8 effector"
"647","CD4 naive I"
"648","CD56dim CD16bright NK"
"649","CD4 naive II"
"650","MAIT-NKT cells"
"651","gdT cells"
"652","CD56dim CD16bright NK"
"653","CD4 and CD8 activated memory"
"654","CD4 memory"
"655","CD56dim CD16bright NK"
"656","CD8 naive"
"657","gdT cells"
"658","CD8 naive"
"659","MAIT-NKT cells"
"660","CD56dim CD16bright NK"
"661","Classical monocytes"
"662","CD56dim CD16bright NK"
"663","Naive B"
"664","Regulatory T cells"
"665","Platelet-bound monocytes"
"666","CD4 naive I"
"667","CD4 memory"
"668","Neutrophils"
"669","Non classical monocytes"
"670","Classical monocytes"
"671","CD4 naive I"
"672","Classical monocytes"
"673","CD4 naive I"
"674","NK-monocyte doublets"
"675","Platelet-bound monocytes"
"676","Naive B"
"677","CD56dim CD16bright NK"
"678","CD8 memory"
"679","Platelet-bound monocytes"
"680","MAIT-NKT cells"
"681","CD8 effector"
"682","CD56bright CD16dim NK"
"683","Platelet-bound monocytes"
"684","Non classical monocytes"
"685","CD4 naive II"
"686","CD56dim CD16bright NK"
"687","CD56dim CD16bright NK"
"688","CD4 memory"
"689","CD8 effector"
"690","CD8 effector"
"691","CD8 effector"
"692","CD4 memory"
"693","CD56dim CD16bright NK"
"694","CD8 naive"
"695","CD8 naive"
"696","Memory B"
"697","CD56dim CD16bright NK"
"698","CD56dim CD16bright NK"
"699","gdT cells"
"700","CD56dim CD16bright NK"
"701","CD8 effector"
"702","CD4 and CD8 activated memory"
"703","Proliferating T and NK cell"
"704","Classical monocytes"
"705","Classical monocytes"
"706","CD56dim CD16bright NK"
"707","NK-monocyte doublets"
"708","T-NK-B cell doublets"
"709","CD4 and CD8 activated memory"
"710","CD56dim CD16bright NK"
"711","Classical monocytes"
"712","gdT cells"
"713","Classical monocytes"
"714","T-NK-B cell doublets"
"715","plasmacytoid DC"
"716","Naive B"
"717","CD56dim CD16bright NK"
"718","CD4 memory"
"719","Non classical monocytes"
"720","CD4 naive I"
"721","CD4 naive II"
"722","CD4 naive II"
"723","Memory B"
"724","Regulatory T cells"
"725","Non classical monocytes"
"726","plasmacytoid DC"
"727","Naive B"
"728","CD8 memory"
"729","CD56dim CD16bright NK"
"730","Classical monocytes"
"731","conventional DC"
"732","NK-monocyte doublets"
"733","CD4 naive I"
"734","Neutrophils"
"735","CD4 memory"
"736","CD4 memory"
"737","Neutrophils"
"738","Naive B"
"739","CD4 naive I"
"740","CD56dim CD16bright NK"
"741","Non classical monocytes"
"742","Classical monocytes"
"743","MAIT-NKT cells"
"744","CD8 naive"
"745","CD56bright CD16dim NK"
"746","CD8 naive"
"747","CD4 memory"
"748","Neutrophils"
"749","MAIT-NKT cells"
"750","CD4 memory"
"751","NK-T doublets"
"752","CD56dim CD16bright NK"
"753","Memory B"
"754","CD56dim CD16bright NK"
"755","Classical monocytes"
"756","CD56dim CD16bright NK"
"757","CD56dim CD16bright NK"
"758","CD4 memory"
"759","CD56dim CD16bright NK"
"760","CD8 effector"
"761","CD8 memory"
"762","CD4 naive II"
"763","CD56dim CD16bright NK"
"764","CD4 naive I"
"765","CD56dim CD16bright NK"
"766","NK-monocyte doublets"
"767","CD56dim CD16bright NK"
"768","Naive B"
"769","CD4 naive I"
"770","CD4 memory"
"771","CD8 memory"
"772","NK-monocyte doublets"
"773","CD8 naive"
"774","Classical monocytes"
"775","Classical monocytes"
"776","Naive B"
"777","gdT cells"
"778","CD4 memory"
"779","NK-T doublets"
"780","CD56dim CD16bright NK"
"781","conventional DC"
"782","CD4 memory"
"783","CD4 naive I"
"784","CD4 memory"
"785","Classical monocytes"
"786","Classical monocytes"
"787","Classical monocytes"
"788","gdT cells"
"789","CD4 memory"
"790","CD8 naive"
"791","CD8 naive"
"792","CD56dim CD16bright NK"
"793","gdT cells"
"794","MAIT-NKT cells"
"795","gdT cells"
"796","Classical monocytes"
"797","CD4 memory"
"798","CD4 naive I"
"799","CD4 naive I"
"800","CD56dim CD16bright NK"
"801","Neutrophils"
"802","Non classical monocytes"
"803","CD4 naive II"
"804","CD4 naive I"
"805","MAIT-NKT cells"
"806","CD8 memory"
"807","CD56dim CD16bright NK"
"808","CD4 naive I"
"809","CD4 memory"
"810","Classical monocytes"
"811","Classical monocytes"
"812","CD8 effector"
"813","CD8 effector"
"814","Regulatory T cells"
"815","Naive B"
"816","CD56dim CD16bright NK"
"817","CD56dim CD16bright NK"
"818","CD56dim CD16bright NK"
"819","gdT cells"
"820","gdT cells"
"821","CD4 naive I"
"822","Memory B"
"823","CD4 naive I"
"824","NK-T doublets"
"825","CD4 naive I"
"826","Regulatory T cells"
"827","Classical monocytes"
"828","CD8 naive"
"829","Neutrophils"
"830","CD4 naive II"
"831","CD56dim CD16bright NK"
"832","CD8 memory"
"833","Classical monocytes"
"834","CD4 naive II"
"835","Memory B"
"836","CD56dim CD16bright NK"
"837","CD4 naive I"
"838","Regulatory T cells"
"839","CD8 memory"
"840","Neutrophils"
"841","Naive B"
"842","CD56dim CD16bright NK"
"843","Erythroid "
"844","CD8 naive"
"845","CD4 naive I"
"846","CD4 naive II"
"847","CD8 naive"
"848","plasmacytoid DC"
"849","Regulatory T cells"
"850","CD8 naive"
"851","CD8 effector"
"852","Classical monocytes"
"853","Naive B"
"854","CD4 memory"
"855","CD56dim CD16bright NK"
"856","Memory B"
"857","CD56bright CD16dim NK"
"858","CD8 effector"
"859","CD56dim CD16bright NK"
"860","CD4 memory"
"861","Classical monocytes"
"862","CD4 memory"
"863","CD4 memory"
"864","gdT cells"
"865","gdT cells"
"866","CD56dim CD16bright NK"
"867","CD56dim CD16bright NK"
"868","Classical monocytes"
"869","MAIT-NKT cells"
"870","CD4 naive I"
"871","CD4 naive II"
"872","CD4 naive II"
"873","Classical monocytes"
"874","CD4 naive I"
"875","Memory B"
"876","CD8 naive"
"877","Naive B"
"878","CD56dim CD16bright NK"
"879","CD8 effector"
"880","Regulatory T cells"
"881","Classical monocytes"
"882","Regulatory T cells"
"883","gdT cells"
"884","CD8 memory"
"885","Platelet-bound monocytes"
"886","Neutrophils"
"887","CD4 naive I"
"888","CD8 memory"
"889","CD4 naive I"
"890","CD4 naive I"
"891","CD4 naive I"
"892","CD56dim CD16bright NK"
"893","CD8 memory"
"894","CD8 effector"
"895","CD56bright CD16dim NK"
"896","Classical monocytes"
"897","CD8 effector"
"898","Memory B"
"899","Neutrophils"
"900","CD56dim CD16bright NK"
"901","CD8 memory"
"902","Neutrophils"
"903","CD4 naive I"
"904","CD8 memory"
"905","CD4 naive I"
"906","Non classical monocytes"
"907","CD4 naive II"
"908","Classical monocytes"
"909","CD8 effector"
"910","CD4 naive I"
"911","CD4 memory"
"912","CD4 memory"
"913","CD56dim CD16bright NK"
"914","CD56dim CD16bright NK"
"915","Neutrophils"
"916","CD4 naive II"
"917","gdT cells"
"918","NK-T doublets"
"919","Classical monocytes"
"920","CD56dim CD16bright NK"
"921","Classical monocytes"
"922","CD8 memory"
"923","gdT cells"
"924","Neutrophils"
"925","CD8 effector"
"926","CD4 naive II"
"927","CD56dim CD16bright NK"
"928","Regulatory T cells"
"929","gdT cells"
"930","Classical monocytes"
"931","CD8 effector"
"932","CD56dim CD16bright NK"
"933","Classical monocytes"
"934","CD56dim CD16bright NK"
"935","CD8 memory"
"936","CD4 memory"
"937","Naive B"
"938","Naive B"
"939","CD8 naive"
"940","Neutrophils"
"941","Classical monocytes"
"942","CD4 naive I"
"943","gdT cells"
"944","Classical monocytes"
"945","CD8 effector"
"946","CD4 and CD8 activated memory"
"947","CD8 effector"
"948","NK-monocyte doublets"
"949","CD56dim CD16bright NK"
"950","Erythroid "
"951","CD8 naive"
"952","CD4 memory"
"953","Classical monocytes"
"954","Neutrophils"
"955","CD56dim CD16bright NK"
"956","CD56dim CD16bright NK"
"957","CD8 naive"
"958","CD56bright CD16dim NK"
"959","CD56dim CD16bright NK"
"960","Platelet-bound monocytes"
"961","CD56dim CD16bright NK"
"962","CD8 effector"
"963","CD8 naive"
"964","CD56dim CD16bright NK"
"965","gdT cells"
"966","T-NK-B cell doublets"
"967","CD56bright CD16dim NK"
"968","Classical monocytes"
"969","Classical monocytes"
"970","Erythroid "
"971","CD8 memory"
"972","CD56dim CD16bright NK"
"973","CD56dim CD16bright NK"
"974","CD4 naive II"
"975","CD8 naive"
"976","CD4 naive I"
"977","CD56dim CD16bright NK"
"978","CD8 naive"
"979","NK-monocyte doublets"
"980","CD56bright CD16dim NK"
"981","CD56dim CD16bright NK"
"982","Regulatory T cells"
"983","CD56dim CD16bright NK"
"984","CD4 memory"
"985","Neutrophils"
"986","Classical monocytes"
"987","CD56dim CD16bright NK"
"988","CD4 naive II"
"989","MAIT-NKT cells"
"990","MAIT-NKT cells"
"991","CD56dim CD16bright NK"
"992","gdT cells"
"993","CD4 naive I"
"994","CD56dim CD16bright NK"
"995","gdT cells"
"996","NK-monocyte doublets"
"997","CD4 naive I"
"998","T-NK-B cell doublets"
"999","CD8 naive"
"1000","CD8 naive"
"1001","Non classical monocytes"
"1002","Naive B"
"1003","NK-T doublets"
"1004","Neutrophils"
"1005","Naive B"
"1006","CD56dim CD16bright NK"
"1007","MAIT-NKT cells"
"1008","MAIT-NKT cells"
"1009","Regulatory T cells"
"1010","Neutrophils"
"1011","Non classical monocytes"
"1012","CD4 naive I"
"1013","CD8 effector"
"1014","Naive B"
"1015","CD8 memory"
"1016","T-NK-B cell doublets"
"1017","T-NK-B cell doublets"
"1018","CD56dim CD16bright NK"
"1019","NK-T doublets"
"1020","T-NK-B cell doublets"
"1021","CD4 memory"
"1022","CD4 memory"
"1023","Naive B"
"1024","CD56dim CD16bright NK"
"1025","CD56dim CD16bright NK"
"1026","Naive B"
"1027","CD56dim CD16bright NK"
"1028","CD8 naive"
"1029","NK-monocyte doublets"
"1030","CD8 memory"
"1031","Classical monocytes"
"1032","gdT cells"
"1033","CD56dim CD16bright NK"
"1034","MAIT-NKT cells"
"1035","CD56bright CD16dim NK"
"1036","CD4 memory"
"1037","CD56dim CD16bright NK"
"1038","CD8 memory"
"1039","Memory B"
"1040","Naive B"
"1041","Classical monocytes"
"1042","MAIT-NKT cells"
"1043","CD4 naive II"
"1044","CD4 naive II"
"1045","CD56dim CD16bright NK"
"1046","CD56dim CD16bright NK"
"1047","NK-monocyte doublets"
"1048","MAIT-NKT cells"
"1049","Naive B"
"1050","CD4 naive I"
"1051","Platelets"
"1052","MAIT-NKT cells"
"1053","Neutrophils"
"1054","MAIT-NKT cells"
"1055","Platelet-bound monocytes"
"1056","Classical monocytes"
"1057","Plasma cells"
"1058","gdT cells"
"1059","CD56dim CD16bright NK"
"1060","Classical monocytes"
"1061","Classical monocytes"
"1062","Neutrophils"
"1063","Classical monocytes"
"1064","MAIT-NKT cells"
"1065","CD56dim CD16bright NK"
"1066","CD56dim CD16bright NK"
"1067","Classical monocytes"
"1068","CD4 naive I"
"1069","CD56dim CD16bright NK"
"1070","CD56dim CD16bright NK"
"1071","NK-T doublets"
"1072","Naive B"
"1073","CD4 memory"
"1074","Classical monocytes"
"1075","MAIT-NKT cells"
"1076","Non classical monocytes"
"1077","CD4 memory"
"1078","CD8 memory"
"1079","CD4 memory"
