"","x"
"220","Regulatory T cells"
"221","MAIT-NKT cells"
"222","CD8 memory"
"223","CD8 effector"
"224","CD4 naive I"
"225","CD8 memory"
"226","CD4 naive II"
"227","CD4 memory"
"228","CD56dim CD16bright NK"
"229","Platelet-bound monocytes"
"230","CD4 naive II"
"231","CD4 memory"
"232","MAIT-NKT cells"
"233","Naive B"
"234","NK-T doublets"
"235","conventional DC"
"236","CD8 memory"
"237","CD4 memory"
"238","Memory B"
"239","CD8 effector"
"240","gdT cells"
"241","MAIT-NKT cells"
"242","CD8 effector"
"243","CD4 memory"
"244","Naive B"
"245","CD4 memory"
"246","CD8 naive"
"247","CD4 naive I"
"248","MAIT-NKT cells"
"249","CD4 memory"
"250","Non classical monocytes"
"251","MAIT-NKT cells"
"252","CD8 effector"
"253","CD4 naive I"
"254","CD56dim CD16bright NK"
"255","MAIT-NKT cells"
"256","CD4 naive II"
"257","CD4 naive I"
"258","Neutrophils"
"259","Platelet-bound monocytes"
"260","CD4 and CD8 activated memory"
"261","CD8 effector"
"262","Non classical monocytes"
"263","CD4 naive I"
"264","CD4 memory"
"265","Platelet-T cell doublets"
"266","Naive B"
"267","CD4 memory"
"268","CD4 naive II"
"269","CD56dim CD16bright NK"
"270","Proliferating T and NK cell"
"271","CD8 effector"
"272","CD8 memory"
"273","CD4 naive II"
"274","MAIT-NKT cells"
"275","Naive B"
"276","CD8 naive"
"277","CD4 memory"
"278","CD4 naive II"
"279","CD4 naive II"
"280","MAIT-NKT cells"
"281","MAIT-NKT cells"
"282","NK-monocyte doublets"
"283","CD4 memory"
"284","CD4 naive I"
"285","Memory B"
"286","MAIT-NKT cells"
"287","CD8 memory"
"288","Proliferating T and NK cell"
"289","CD4 memory"
"290","Memory B"
"291","CD8 memory"
"292","CD4 memory"
"293","Memory B"
"294","CD4 memory"
"295","CD8 naive"
"296","gdT cells"
"297","plasmacytoid DC"
"298","CD8 effector"
"299","CD56dim CD16bright NK"
"300","Non classical monocytes"
"301","CD8 effector"
"302","Naive B"
"303","CD4 naive II"
"304","CD4 memory"
"305","MAIT-NKT cells"
"306","Naive B"
"307","CD56dim CD16bright NK"
"308","CD4 memory"
"309","Classical monocytes"
"310","CD8 naive"
"311","CD56bright CD16dim NK"
"312","CD8 memory"
"313","CD8 effector"
"314","CD4 memory"
"315","CD4 and CD8 activated memory"
"316","CD8 effector"
"317","Regulatory T cells"
"318","CD4 memory"
"319","CD4 memory"
"320","CD4 memory"
"321","CD4 memory"
"322","T-NK-B cell doublets"
"323","MAIT-NKT cells"
"324","CD4 naive I"
"325","MAIT-NKT cells"
"326","Regulatory T cells"
"327","gdT cells"
"328","Platelets"
"329","gdT cells"
"330","CD56dim CD16bright NK"
"331","CD4 naive II"
"332","MAIT-NKT cells"
"333","CD4 naive II"
"334","CD4 memory"
"335","CD56dim CD16bright NK"
"336","CD8 memory"
"337","Classical monocytes"
"338","CD8 effector"
"339","MAIT-NKT cells"
"340","CD56dim CD16bright NK"
"341","MAIT-NKT cells"
"342","CD4 memory"
"343","CD4 memory"
"344","CD4 naive I"
"345","CD4 memory"
"346","CD4 naive II"
"347","CD8 naive"
"348","Classical monocytes"
"349","Classical monocytes"
"350","Regulatory T cells"
"351","MAIT-NKT cells"
"352","Classical monocytes"
"353","CD4 memory"
"354","CD8 naive"
"355","CD8 effector"
"356","CD8 memory"
"357","Naive B"
"358","CD4 naive I"
"359","CD8 effector"
"360","CD56dim CD16bright NK"
"361","CD4 memory"
"362","CD8 memory"
"363","Naive B"
"364","CD8 effector"
"365","CD8 memory"
"366","CD4 naive I"
"367","Neutrophils"
"368","CD4 naive I"
"369","CD4 naive I"
"370","CD4 naive I"
"371","CD4 naive I"
"372","CD4 naive I"
"373","Neutrophils"
"374","CD4 naive I"
"375","Naive B"
"376","CD4 naive II"
"377","CD8 effector"
"378","CD8 memory"
"379","CD56dim CD16bright NK"
"380","CD4 naive II"
"381","Platelets"
"382","Memory B"
"383","CD4 naive I"
"384","plasmacytoid DC"
"385","Regulatory T cells"
"386","CD4 naive I"
"387","CD8 effector"
"388","MAIT-NKT cells"
"389","CD8 naive"
"390","CD8 memory"
"391","CD8 naive"
"392","CD4 naive I"
"393","CD4 and CD8 activated memory"
"394","Classical monocytes"
"395","CD8 effector"
"396","MAIT-NKT cells"
"397","CD4 naive I"
"398","Naive B"
"399","CD8 naive"
"400","CD4 naive I"
"401","CD56dim CD16bright NK"
"402","Classical monocytes"
"403","Classical monocytes"
"404","CD56dim CD16bright NK"
"405","CD56dim CD16bright NK"
"406","CD8 memory"
"407","MAIT-NKT cells"
"408","CD4 naive II"
"409","Naive B"
"410","CD56dim CD16bright NK"
"411","CD8 naive"
"412","CD8 effector"
"413","CD4 memory"
"414","T-NK-B cell doublets"
"415","CD4 memory"
"416","Platelet-T cell doublets"
"417","NK-T doublets"
"418","CD8 memory"
"419","CD8 memory"
"420","Classical monocytes"
"421","MAIT-NKT cells"
"422","CD4 memory"
"423","CD4 naive I"
"424","CD8 naive"
"425","CD4 naive II"
"426","CD4 memory"
"427","CD4 naive I"
"428","CD4 naive II"
"429","CD56dim CD16bright NK"
"430","Classical monocytes"
"431","Classical monocytes"
"432","gdT cells"
"433","CD8 effector"
"434","Non classical monocytes"
"435","CD4 memory"
"436","CD4 naive I"
"437","CD4 naive I"
"438","Naive B"
"439","CD4 memory"
"440","CD8 effector"
"441","CD8 memory"
"442","CD4 naive I"
"443","CD4 memory"
"444","CD56dim CD16bright NK"
"445","CD4 memory"
"446","MAIT-NKT cells"
"447","CD8 memory"
"448","CD4 memory"
"449","CD4 memory"
"450","CD4 memory"
"451","MAIT-NKT cells"
"452","CD4 memory"
"453","CD4 memory"
"454","MAIT-NKT cells"
"455","CD8 effector"
"456","CD4 memory"
"457","CD4 naive I"
"458","CD4 memory"
"459","CD56bright CD16dim NK"
"460","CD8 memory"
"461","gdT cells"
"462","CD4 naive I"
"463","Naive B"
"464","CD56dim CD16bright NK"
"465","CD8 memory"
"466","Platelet-bound monocytes"
"467","CD8 memory"
"468","CD4 memory"
"469","MAIT-NKT cells"
"470","MAIT-NKT cells"
"471","CD4 naive I"
"472","Regulatory T cells"
"473","MAIT-NKT cells"
"474","MAIT-NKT cells"
"475","CD4 naive II"
"476","CD4 memory"
"477","Classical monocytes"
"478","CD4 naive II"
"479","CD56bright CD16dim NK"
"480","CD4 naive I"
"481","CD4 memory"
"482","CD56dim CD16bright NK"
"483","CD56dim CD16bright NK"
"484","MAIT-NKT cells"
"485","CD8 naive"
"486","CD56dim CD16bright NK"
"487","CD8 effector"
"488","CD4 memory"
"489","CD4 memory"
"490","CD4 memory"
"491","CD4 memory"
"492","Memory B"
"493","CD56bright CD16dim NK"
"494","Classical monocytes"
"495","CD8 memory"
"496","CD56dim CD16bright NK"
"497","Memory B"
"498","CD56dim CD16bright NK"
"499","CD4 naive II"
"500","CD8 naive"
"501","gdT cells"
"502","CD8 memory"
"503","Classical monocytes"
"504","MAIT-NKT cells"
"505","Platelet-T cell doublets"
"506","CD4 memory"
"507","CD8 effector"
"508","CD8 effector"
"509","CD8 effector"
"510","CD8 memory"
"511","CD8 memory"
"512","Naive B"
"513","Memory B"
"514","CD4 naive II"
"515","CD56dim CD16bright NK"
"516","CD4 naive I"
"517","MAIT-NKT cells"
"518","CD8 effector"
"519","NK-T doublets"
"520","CD8 effector"
"521","CD56dim CD16bright NK"
"522","MAIT-NKT cells"
"523","CD4 naive I"
"524","CD56dim CD16bright NK"
"525","CD4 memory"
"526","gdT cells"
"527","CD8 effector"
"528","CD4 naive II"
"529","CD4 naive II"
"530","CD4 memory"
"531","MAIT-NKT cells"
"532","Memory B"
"533","CD4 naive II"
"534","NK-monocyte doublets"
"535","CD4 memory"
"536","CD4 memory"
"537","CD4 memory"
"538","CD4 naive I"
"539","Memory B"
"540","CD8 naive"
"541","MAIT-NKT cells"
"542","CD8 memory"
"543","CD56dim CD16bright NK"
"544","CD56dim CD16bright NK"
"545","CD4 memory"
"546","CD4 memory"
"547","CD8 effector"
"548","Platelet-bound monocytes"
"549","CD8 memory"
"550","CD8 naive"
"551","CD8 effector"
"552","Platelet-bound monocytes"
"553","CD8 naive"
"554","CD4 naive I"
"555","Non classical monocytes"
"556","CD4 memory"
"557","gdT cells"
"558","CD4 naive II"
"559","MAIT-NKT cells"
"560","MAIT-NKT cells"
"561","CD8 naive"
"562","Classical monocytes"
"563","CD56bright CD16dim NK"
"564","Classical monocytes"
"565","gdT cells"
"566","CD4 memory"
"567","CD8 effector"
"568","CD4 memory"
"569","CD56dim CD16bright NK"
"570","CD4 memory"
"571","CD56dim CD16bright NK"
"572","CD4 memory"
"573","CD56dim CD16bright NK"
"574","CD8 effector"
"575","CD8 effector"
"576","CD4 memory"
"577","Classical monocytes"
"578","CD8 effector"
"579","CD56bright CD16dim NK"
"580","Non classical monocytes"
"581","conventional DC"
"582","CD4 naive I"
"583","T-NK-B cell doublets"
"584","Regulatory T cells"
"585","CD4 naive I"
"586","CD8 memory"
"587","CD8 naive"
"588","Classical monocytes"
"589","Classical monocytes"
"590","CD56dim CD16bright NK"
"591","MAIT-NKT cells"
"592","CD56dim CD16bright NK"
"593","conventional DC"
"594","Classical monocytes"
"595","CD4 naive I"
"596","CD4 memory"
"597","CD4 naive I"
"598","CD4 naive II"
"599","CD4 memory"
"600","CD4 memory"
"601","Memory B"
"602","Neutrophils"
"603","CD4 memory"
"604","Naive B"
"605","CD8 memory"
"606","CD4 naive I"
"607","MAIT-NKT cells"
"608","MAIT-NKT cells"
"609","T-NK-B cell doublets"
"610","CD8 naive"
"611","MAIT-NKT cells"
"612","plasmacytoid DC"
"613","Memory B"
"614","CD56dim CD16bright NK"
"615","Neutrophils"
"616","CD4 naive I"
"617","Non classical monocytes"
"618","MAIT-NKT cells"
"619","CD4 memory"
"620","CD56dim CD16bright NK"
"621","CD4 memory"
"622","CD4 naive I"
"623","Platelet-T cell doublets"
"624","CD4 memory"
"625","CD8 naive"
"626","CD4 memory"
"627","CD8 effector"
"628","CD56dim CD16bright NK"
"629","CD4 memory"
"630","CD8 memory"
"631","CD8 naive"
"632","CD4 naive I"
"633","CD4 memory"
"634","CD4 memory"
"635","CD8 memory"
"636","CD4 naive II"
"637","CD8 memory"
"638","CD4 memory"
"639","CD8 naive"
"640","CD4 naive II"
"641","Memory B"
"642","CD4 memory"
"643","CD4 naive II"
"644","Regulatory T cells"
"645","CD8 memory"
"646","CD4 naive I"
"647","CD4 naive I"
"648","CD8 naive"
"649","Classical monocytes"
"650","CD8 naive"
"651","CD4 memory"
"652","CD8 effector"
"653","CD4 memory"
"654","CD4 naive I"
"655","Classical monocytes"
"656","CD8 memory"
"657","MAIT-NKT cells"
"658","MAIT-NKT cells"
"659","CD4 memory"
"660","CD4 naive II"
"661","CD4 naive I"
"662","CD4 and CD8 activated memory"
"663","CD4 naive II"
"664","CD4 memory"
"665","CD8 effector"
"666","CD4 memory"
"667","CD8 effector"
"668","CD4 naive II"
"669","CD8 naive"
"670","Classical monocytes"
"671","CD4 memory"
"672","CD4 memory"
"673","CD8 effector"
"674","CD4 memory"
"675","CD8 memory"
"676","CD4 naive I"
"677","CD8 naive"
"678","CD4 memory"
"679","MAIT-NKT cells"
"680","CD56dim CD16bright NK"
"681","CD4 memory"
"682","CD4 naive II"
"683","CD8 effector"
"684","CD4 naive II"
"685","CD4 naive I"
"686","CD4 memory"
"687","Naive B"
"688","CD8 effector"
"689","CD4 and CD8 activated memory"
"690","CD4 memory"
"691","CD4 memory"
"692","CD4 naive II"
"693","CD4 naive II"
"694","CD4 memory"
"695","CD4 naive II"
"696","CD56dim CD16bright NK"
"697","Regulatory T cells"
"698","MAIT-NKT cells"
"699","Non classical monocytes"
"700","CD8 memory"
"701","CD8 effector"
"702","CD4 naive I"
"703","Naive B"
"704","Memory B"
"705","CD4 naive II"
"706","CD4 naive I"
"707","MAIT-NKT cells"
"708","CD8 effector"
"709","Classical monocytes"
"710","MAIT-NKT cells"
"711","CD56dim CD16bright NK"
"712","CD4 naive II"
"713","CD56dim CD16bright NK"
"714","MAIT-NKT cells"
"715","CD4 memory"
"716","CD4 naive II"
"717","gdT cells"
"718","CD8 effector"
"719","CD4 and CD8 activated memory"
"720","CD4 memory"
"721","CD4 memory"
"722","CD4 naive I"
"723","gdT cells"
"724","CD4 naive I"
"725","Naive B"
"726","CD4 naive II"
"727","Platelet-bound monocytes"
"728","CD8 memory"
"729","CD8 naive"
"730","CD8 memory"
"731","MAIT-NKT cells"
"732","CD8 memory"
"733","gdT cells"
"734","CD4 memory"
"735","CD4 memory"
"736","MAIT-NKT cells"
"737","CD4 naive I"
"738","CD4 memory"
"739","CD8 effector"
"740","CD8 naive"
"741","CD8 effector"
"742","CD8 effector"
"743","gdT cells"
"744","gdT cells"
"745","CD4 memory"
"746","CD8 memory"
"747","CD8 naive"
"748","CD56bright CD16dim NK"
"749","CD4 naive I"
"750","CD4 naive II"
"751","CD4 naive I"
"752","CD8 naive"
"753","CD4 memory"
"754","CD4 memory"
"755","Regulatory T cells"
"756","gdT cells"
"757","Classical monocytes"
"758","NK-T doublets"
"759","CD4 and CD8 activated memory"
"760","Classical monocytes"
"761","CD8 effector"
"762","Classical monocytes"
"763","Classical monocytes"
"764","MAIT-NKT cells"
"765","CD8 memory"
"766","MAIT-NKT cells"
"767","CD8 naive"
"768","CD4 memory"
"769","CD4 naive I"
"770","CD4 memory"
"771","plasmacytoid DC"
"772","CD4 naive I"
"773","MAIT-NKT cells"
"774","CD8 memory"
"775","CD56dim CD16bright NK"
"776","CD8 naive"
"777","CD56dim CD16bright NK"
"778","conventional DC"
"779","CD4 memory"
"780","CD56dim CD16bright NK"
"781","CD4 naive I"
"782","CD4 memory"
"783","CD4 naive I"
"784","CD8 effector"
"785","CD8 effector"
"786","Regulatory T cells"
"787","Memory B"
"788","Platelet-bound monocytes"
"789","T-NK-B cell doublets"
"790","Classical monocytes"
"791","CD4 memory"
"792","CD56dim CD16bright NK"
"793","CD56dim CD16bright NK"
"794","T-NK-B cell doublets"
"795","CD4 naive I"
"796","CD8 effector"
"797","Non classical monocytes"
"798","MAIT-NKT cells"
"799","CD4 naive I"
"800","Naive B"
"801","Naive B"
"802","CD4 memory"
"803","Neutrophils"
"804","MAIT-NKT cells"
"805","CD4 memory"
"806","CD4 naive I"
"807","CD8 effector"
"808","CD4 memory"
"809","CD56dim CD16bright NK"
"810","CD4 naive I"
"811","CD4 naive II"
"812","MAIT-NKT cells"
"813","gdT cells"
"814","Classical monocytes"
"815","Regulatory T cells"
"816","CD4 memory"
"817","T-NK-B cell doublets"
"818","CD4 memory"
"819","CD8 effector"
"820","CD56dim CD16bright NK"
"821","CD8 memory"
"822","gdT cells"
"823","CD4 memory"
"824","CD4 memory"
"825","Naive B"
"826","CD4 naive I"
"827","CD4 naive II"
"828","CD4 memory"
"829","CD4 memory"
"830","CD8 naive"
"831","Naive B"
"832","CD4 memory"
"833","CD8 naive"
"834","CD8 naive"
"835","CD8 effector"
"836","CD4 memory"
"837","CD4 naive II"
"838","Non classical monocytes"
"839","CD4 naive I"
"840","CD4 memory"
"841","CD4 memory"
"842","CD4 memory"
"843","CD4 memory"
"844","CD8 memory"
"845","Classical monocytes"
"846","CD4 memory"
"847","MAIT-NKT cells"
"848","Platelet-bound monocytes"
"849","CD4 memory"
"850","Naive B"
"851","CD8 effector"
"852","Non classical monocytes"
"853","CD56dim CD16bright NK"
"854","CD8 effector"
"855","CD56dim CD16bright NK"
"856","CD8 effector"
"857","T-NK-B cell doublets"
"858","Memory B"
"859","CD8 memory"
"860","CD8 naive"
"861","Non classical monocytes"
"862","Naive B"
"863","CD8 naive"
"864","MAIT-NKT cells"
"865","CD4 memory"
"866","CD4 memory"
"867","CD8 memory"
"868","Platelet-bound monocytes"
"869","CD56dim CD16bright NK"
"870","Classical monocytes"
"871","CD8 effector"
"872","MAIT-NKT cells"
"873","Classical monocytes"
"874","CD8 effector"
"875","Neutrophils"
"876","Classical monocytes"
"877","MAIT-NKT cells"
"878","Memory B"
"879","CD8 naive"
"880","CD8 naive"
"881","CD8 effector"
"882","CD4 memory"
"883","CD8 effector"
"884","gdT cells"
"885","MAIT-NKT cells"
"886","MAIT-NKT cells"
"887","CD4 memory"
"888","Neutrophils"
"889","MAIT-NKT cells"
"890","CD4 naive II"
"891","CD4 memory"
"892","CD8 effector"
"893","CD4 naive I"
"894","CD56dim CD16bright NK"
"895","CD56dim CD16bright NK"
"896","CD8 memory"
"897","CD8 effector"
"898","CD8 effector"
"899","CD8 memory"
"900","Regulatory T cells"
"901","CD8 naive"
"902","Classical monocytes"
"903","CD8 naive"
"904","Memory B"
"905","CD4 naive II"
"906","CD4 naive I"
"907","plasmacytoid DC"
"908","CD4 memory"
"909","CD8 memory"
"910","CD8 effector"
"911","Neutrophils"
"912","CD8 naive"
"913","Memory B"
"914","CD4 naive II"
"915","Neutrophils"
"916","CD4 memory"
"917","CD4 naive I"
"918","CD4 memory"
"919","CD4 memory"
"920","CD4 naive II"
"921","CD4 memory"
"922","Non classical monocytes"
"923","NK-T doublets"
"924","Classical monocytes"
"925","CD8 memory"
"926","CD56bright CD16dim NK"
"927","CD8 naive"
"928","CD4 naive II"
"929","CD4 naive I"
"930","CD8 effector"
"931","CD4 memory"
"932","Memory B"
"933","CD8 memory"
"934","Non classical monocytes"
"935","CD4 naive I"
"936","CD4 naive I"
"937","CD4 and CD8 activated memory"
"938","Classical monocytes"
"939","CD4 memory"
"940","MAIT-NKT cells"
"941","Naive B"
"942","CD4 memory"
"943","CD4 naive I"
"944","Memory B"
"945","CD8 naive"
"946","CD4 memory"
"947","CD8 memory"
"948","CD8 memory"
"949","CD4 naive I"
"950","CD4 naive I"
"951","CD8 effector"
"952","CD4 memory"
"953","T-NK-B cell doublets"
"954","Regulatory T cells"
"955","CD4 memory"
"956","CD8 effector"
"957","CD4 naive I"
"958","CD8 memory"
"959","CD8 effector"
"960","Classical monocytes"
"961","CD4 naive II"
"962","Classical monocytes"
"963","CD4 naive II"
"964","CD56dim CD16bright NK"
"965","CD4 memory"
"966","CD56dim CD16bright NK"
"967","CD4 memory"
"968","gdT cells"
"969","CD4 naive II"
"970","gdT cells"
"971","CD8 effector"
"972","CD56dim CD16bright NK"
"973","CD8 effector"
"974","Platelets"
"975","MAIT-NKT cells"
"976","CD8 naive"
"977","CD4 naive II"
"978","CD4 naive I"
"979","CD4 naive II"
"980","Naive B"
"981","CD8 effector"
"982","CD4 memory"
"983","CD4 naive I"
"984","Classical monocytes"
"985","CD8 effector"
"986","CD4 memory"
"987","CD8 memory"
"988","MAIT-NKT cells"
"989","CD4 naive II"
"990","CD4 memory"
"991","CD8 effector"
"992","CD4 memory"
"993","CD4 naive I"
"994","CD8 naive"
"995","CD4 naive I"
"996","Platelet-bound monocytes"
"997","CD8 naive"
"998","CD4 memory"
"999","CD4 memory"
"1000","gdT cells"
"1001","CD8 effector"
"1002","MAIT-NKT cells"
"1003","CD4 memory"
"1004","NK-monocyte doublets"
"1005","CD8 memory"
"1006","CD8 memory"
"1007","MAIT-NKT cells"
"1008","CD8 naive"
"1009","Classical monocytes"
"1010","Naive B"
"1011","CD4 memory"
"1012","CD56dim CD16bright NK"
"1013","CD4 memory"
"1014","CD8 memory"
"1015","CD4 memory"
"1016","CD8 effector"
"1017","CD8 effector"
"1018","CD4 naive II"
"1019","CD4 naive II"
"1020","Naive B"
"1021","Classical monocytes"
"1022","CD8 effector"
"1023","CD4 naive II"
"1024","CD8 naive"
"1025","Platelet-bound monocytes"
"1026","CD4 memory"
"1027","Classical monocytes"
"1028","CD4 and CD8 activated memory"
"1029","CD4 naive II"
"1030","CD4 naive II"
"1031","CD8 effector"
"1032","CD4 naive I"
"1033","CD56dim CD16bright NK"
"1034","CD4 and CD8 activated memory"
"1035","CD56dim CD16bright NK"
"1036","MAIT-NKT cells"
"1037","CD8 effector"
"1038","MAIT-NKT cells"
"1039","MAIT-NKT cells"
"1040","CD56dim CD16bright NK"
"1041","CD8 memory"
"1042","CD8 effector"
"1043","CD4 memory"
"1044","MAIT-NKT cells"
"1045","MAIT-NKT cells"
"1046","CD4 naive I"
"1047","CD4 naive I"
"1048","CD4 naive I"
"1049","T-NK-B cell doublets"
"1050","Platelet-bound monocytes"
"1051","CD4 memory"
"1052","Classical monocytes"
"1053","gdT cells"
"1054","CD4 memory"
"1055","Regulatory T cells"
"1056","CD8 effector"
"1057","CD4 naive II"
"1058","CD4 naive I"
"1059","MAIT-NKT cells"
"1060","CD4 memory"
"1061","MAIT-NKT cells"
"1062","Memory B"
"1063","CD4 and CD8 activated memory"
"1064","CD56dim CD16bright NK"
"1065","MAIT-NKT cells"
"1066","gdT cells"
"1067","Classical monocytes"
"1068","CD4 naive I"
"1069","CD4 naive I"
"1070","CD56bright CD16dim NK"
"1071","Neutrophils"
"1072","CD56dim CD16bright NK"
"1073","CD8 effector"
"1074","CD8 memory"
"1075","CD4 naive I"
"1076","CD4 and CD8 activated memory"
"1077","CD8 effector"
"1078","CD4 memory"
"1079","CD4 naive II"
"1080","CD8 memory"
"1081","CD4 memory"
"1082","CD56dim CD16bright NK"
"1083","CD4 naive I"
"1084","MAIT-NKT cells"
"1085","CD4 naive II"
"1086","gdT cells"
"1087","CD4 naive II"
"1088","CD8 naive"
"1089","CD4 naive I"
"1090","CD4 memory"
"1091","Platelets"
"1092","CD4 naive I"
"1093","CD8 naive"
"1094","T-NK-B cell doublets"
"1095","CD8 naive"
"1096","CD4 memory"
"1097","CD4 memory"
"1098","CD4 memory"
"1099","CD4 memory"
"1100","CD4 memory"
"1101","CD8 naive"
"1102","CD4 naive II"
"1103","NK-monocyte doublets"
"1104","MAIT-NKT cells"
"1105","NK-T doublets"
"1106","Naive B"
"1107","CD8 naive"
"1108","CD4 naive II"
"1109","CD56dim CD16bright NK"
"1110","Classical monocytes"
"1111","T-NK-B cell doublets"
"1112","Naive B"
"1113","CD8 memory"
"1114","MAIT-NKT cells"
"1115","CD8 effector"
"1116","CD8 memory"
"1117","CD56dim CD16bright NK"
"1118","Classical monocytes"
"1119","CD4 memory"
"1120","Classical monocytes"
"1121","CD4 memory"
"1122","CD4 naive II"
"1123","T-NK-B cell doublets"
"1124","CD4 memory"
"1125","CD56dim CD16bright NK"
"1126","Memory B"
"1127","CD8 memory"
